Time (sec),Pitch (deg),Roll (deg),Yaw(deg),X-Acceleration (g),Y-Acceleration (g),Z-Acceleration (g),Pitch Rate (deg/sec),Roll Rate (deg/sec),Yaw Rate (deg/sec),Magnetic Field in X direction (uT),Magnetic Field in Y direction (uT),Magnetic Field in Z Direction (uT),Latitude (deg),Longitude (deg),Altitude (m)
688434506.490071,0.096684,-0.350867,-146.634155,-0.017654,0.016983,1.077438,0.017294,0.060508,0.075208,-75.573090,58.465454,-285.542145,nan,nan,nan
688434506.689977,0.394952,-0.331774,-146.314945,0.006638,0.019806,0.878250,-0.044137,0.074057,-0.039850,-74.998642,75.286469,-298.376160,nan,nan,nan
688434506.890012,0.224134,-0.281526,-146.811375,-0.005692,0.015671,1.242905,-0.100724,0.039054,0.015355,-70.041687,98.256226,-288.641388,nan,nan,nan
688434507.089977,0.230143,-0.316211,-147.107408,-0.076248,-0.001099,1.058075,0.063527,-0.117884,-0.015020,-69.157501,109.578217,-260.862122,nan,nan,nan
688434507.290053,0.479943,-0.440399,-147.047960,-0.016083,0.033234,1.251511,0.100712,-0.165823,0.005243,-82.291626,103.116714,-230.974960,nan,nan,nan
688434507.490020,0.274941,-0.395580,-146.255591,0.003693,0.020844,1.190048,0.008078,0.042075,0.046783,-90.564697,87.097015,-214.333374,nan,nan,nan
688434507.690029,0.102661,-0.302892,-146.156229,-0.024277,0.023697,0.935272,-0.078809,0.246178,-0.057631,-94.543533,72.518463,-219.254684,nan,nan,nan
688434507.889944,0.057063,-0.274747,-146.418015,0.041946,0.009247,1.026062,0.038516,0.025257,-0.041795,-98.276474,68.956192,-232.846863,nan,nan,nan
688434508.089843,-0.079140,-0.189100,-146.296818,-0.000320,0.015259,1.090851,0.073981,-0.099456,-0.001836,-98.939575,69.935501,-239.443405,nan,nan,nan
688434508.289993,0.109315,0.055159,-146.171960,0.000412,0.001480,0.942780,-0.054919,0.088196,-0.026226,-97.102036,67.139145,-246.891968,nan,nan,nan
688434508.490095,0.322652,-0.125859,-146.471436,0.023529,-0.012451,0.808441,0.026229,0.049585,-0.044838,-94.985367,71.157547,-251.938812,nan,nan,nan
688434508.690092,0.392685,-0.034649,-146.503176,0.008987,0.047623,0.900909,-0.073793,0.069463,-0.035794,-91.569260,71.883118,-253.193390,nan,nan,nan
688434508.890091,0.242620,-0.133988,-146.394161,0.016800,0.040482,0.990494,-0.074237,0.080324,-0.024464,-87.505661,72.214417,-254.686600,nan,nan,nan
688434509.090017,0.163326,0.014983,-145.645569,0.010513,-0.020950,1.021271,-0.034765,0.049641,0.122058,-81.896423,75.472549,-255.817749,nan,nan,nan
688434509.289540,0.153200,0.019760,-143.904639,0.019669,-0.012634,0.846344,-0.085898,0.057256,0.113198,-76.684860,79.618500,-253.520004,nan,nan,nan
688434509.490022,0.164159,-0.251312,-143.154927,-0.012421,0.000488,1.057068,-0.011528,-0.113693,0.024719,-74.124252,81.436279,-247.393677,nan,nan,nan
688434509.690082,0.192307,0.169068,-143.375805,0.025635,-0.020569,0.867935,-0.101114,0.175327,-0.035677,-75.321228,79.422546,-242.774414,nan,nan,nan
688434509.890075,0.233144,-0.119127,-143.531415,-0.039230,0.040756,1.031433,-0.022710,-0.081452,0.025240,-74.016800,77.545364,-234.148056,nan,nan,nan
688434510.090137,0.096597,-0.254552,-143.428129,0.032288,0.010986,0.824722,-0.106700,-0.157854,0.005654,-72.665070,66.777206,-228.927948,nan,nan,nan
688434510.290060,-0.072344,0.014228,-143.373028,-0.000015,-0.028519,1.166016,-0.009262,0.046163,-0.036556,-76.835358,60.038406,-234.910233,nan,nan,nan
688434510.490070,-0.139231,0.050930,-143.690522,-0.093201,-0.035690,0.825348,0.020724,-0.223223,0.025202,-81.706772,59.372162,-240.262756,nan,nan,nan
688434510.689989,0.049631,0.045925,-143.814859,0.005676,0.047150,1.032501,-0.033569,0.017809,-0.004437,-85.334229,59.916718,-242.366562,nan,nan,nan
688434510.890099,0.087273,0.019754,-143.553616,-0.014893,0.012894,1.029236,-0.016989,0.056137,0.006730,-88.180176,59.861755,-243.641174,nan,nan,nan
688434511.090044,-0.083285,-0.201546,-143.754918,0.029648,-0.039551,1.146667,0.054181,0.074984,-0.062061,-90.054749,58.588440,-244.644150,nan,nan,nan
688434511.290073,-0.002989,-0.074038,-144.067399,-0.062836,0.024536,1.024368,-0.006889,-0.100914,-0.027587,-90.839706,56.760498,-244.211426,nan,nan,nan
688434511.490042,0.263985,-0.121374,-144.652644,-0.023880,0.025497,0.877609,-0.016794,0.092617,-0.089939,-90.404221,55.754807,-245.798828,nan,nan,nan
688434511.690020,0.079418,-0.171588,-145.415087,-0.034439,0.009811,0.857727,0.028553,-0.068134,-0.030336,-89.451981,55.325378,-246.859512,nan,nan,nan
688434511.890078,0.033746,-0.161655,-145.612208,-0.032623,0.006180,1.078110,0.084931,-0.025115,-0.022979,-88.261185,55.694168,-247.377838,nan,nan,nan
688434512.090076,0.068285,-0.387158,-146.579195,-0.019165,0.029205,0.932068,0.007229,-0.149751,-0.165147,-87.479172,56.717072,-247.488068,nan,nan,nan
688434512.289412,-0.067013,-0.184285,-147.886843,0.001282,0.013153,0.805801,-0.036689,0.018011,-0.099117,-85.536438,57.473053,-248.427399,nan,nan,nan
688434512.490083,0.122960,-0.153477,-147.692347,0.017273,0.044815,1.099564,0.046070,0.073032,0.038676,-85.223007,58.904190,-247.893478,nan,nan,nan
688434512.690072,-0.024655,0.008214,-147.567978,0.006180,0.026917,1.031647,0.029762,0.027398,0.033703,-85.576126,59.926804,-247.395935,nan,nan,nan
688434512.890065,0.079578,-0.081757,-147.528883,-0.013977,0.008072,1.002960,-0.003459,-0.006308,-0.015191,-85.153961,61.335388,-248.232529,nan,nan,nan
688434513.089878,0.149532,-0.176141,-147.161533,-0.004181,0.024933,0.993240,0.025982,0.001287,0.075987,-85.169250,62.966141,-247.403854,nan,nan,nan
688434513.290026,0.160577,-0.255509,-146.689475,0.002274,-0.035416,0.923645,0.035542,-0.150108,-0.000449,-84.924820,64.047913,-247.242996,nan,nan,nan
688434513.490070,0.175415,-0.272554,-146.436431,0.033340,-0.005539,0.879593,-0.088204,0.010469,0.005410,-84.897018,65.554031,-247.319244,nan,nan,nan
688434513.690085,0.191049,-0.268085,-146.511438,-0.002991,-0.020264,0.894867,-0.044317,0.049863,-0.035038,-84.401047,66.766251,-247.509262,nan,nan,nan
688434513.890051,-0.031931,-0.002960,-146.699422,-0.031250,-0.018646,1.009125,0.091489,-0.061013,0.046565,-84.574081,68.382095,-247.136856,nan,nan,nan
688434514.090105,0.159124,-0.297395,-145.531400,0.037933,0.000305,1.036850,0.040364,-0.034590,0.104344,-85.685745,69.445129,-247.116577,nan,nan,nan
688434514.290044,0.309325,-0.015858,-145.132964,0.033630,-0.017563,0.780411,-0.083227,0.138902,0.003598,-87.351715,69.880203,-248.349823,nan,nan,nan
688434514.490080,0.023773,0.020073,-144.889144,-0.009933,0.018372,1.333160,-0.041418,-0.056424,0.036712,-88.520340,72.994171,-250.298004,nan,nan,nan
688434514.690057,0.164692,-0.078576,-145.050775,0.049072,0.011368,1.029633,0.004087,0.096392,-0.140582,-84.873444,73.053619,-245.722610,nan,nan,nan
688434514.890088,0.379048,0.084316,-145.977346,-0.029877,-0.010330,1.043320,0.004203,-0.054816,-0.018614,-79.353607,64.400803,-244.002258,nan,nan,nan
688434515.090035,0.392726,-0.044359,-145.868462,-0.020981,0.033188,1.209991,0.060973,-0.071672,-0.004975,-71.621124,51.768845,-254.464569,nan,nan,nan
688434515.290071,0.455187,-0.063187,-145.855668,0.010483,0.041824,1.018509,-0.030714,-0.036445,0.021881,-67.984909,56.824738,-271.890869,nan,nan,nan
688434515.490057,0.259087,-0.182276,-145.217442,-0.056915,0.035080,1.199203,-0.025046,-0.045706,0.058424,-77.256500,71.821472,-273.910126,nan,nan,nan
688434515.690107,0.085721,-0.154351,-144.865247,-0.008179,0.006699,1.176102,0.163898,-0.012098,-0.001965,-90.716721,77.193512,-261.027313,nan,nan,nan
688434515.890080,-0.031255,-0.156956,-144.922899,-0.024384,0.021439,1.076630,0.024293,0.044520,-0.007024,-102.329483,70.103668,-250.473953,nan,nan,nan
688434516.090070,0.025407,-0.065660,-144.788849,0.012924,0.009079,1.079147,0.080482,0.128276,-0.031896,-107.852020,57.886841,-249.712692,nan,nan,nan
688434516.290096,0.061000,-0.163282,-145.740353,0.000748,0.019272,1.027573,-0.060597,0.052922,-0.183510,-110.552505,52.873093,-255.806931,nan,nan,nan
688434516.490104,-0.115000,-0.134843,-147.863966,-0.038269,0.004669,0.995697,-0.062316,-0.059251,-0.201430,-112.316055,50.362839,-256.591553,nan,nan,nan
688434516.690117,-0.286540,-0.194860,-148.664033,0.000916,-0.005051,1.060684,-0.068222,-0.010395,-0.052947,-116.486679,46.229645,-261.839600,nan,nan,nan
688434516.890111,-0.271876,-0.161540,-148.843484,0.003937,-0.021149,0.944107,-0.005973,0.041509,-0.030061,-123.530167,56.682205,-269.170837,nan,nan,nan
688434517.090080,-0.339244,-0.114180,-148.247596,0.067856,0.040558,1.180557,0.036335,0.133846,0.063424,-125.678818,74.817993,-257.096069,nan,nan,nan
688434517.290124,-0.140427,-0.129119,-146.785197,-0.015091,0.045975,1.084122,0.010838,-0.019034,0.104000,-116.715134,70.199158,-239.268478,nan,nan,nan
688434517.490103,-0.348109,0.039345,-146.379320,-0.091400,-0.040710,1.002899,-0.059995,-0.142529,-0.060808,-99.460770,52.813843,-241.742798,nan,nan,nan
688434517.690107,-0.276640,-0.263706,-146.395089,0.000687,-0.025299,1.083603,0.120517,-0.004779,-0.010527,-83.922104,50.917908,-256.306915,nan,nan,nan
688434517.890140,-0.348940,-0.269962,-146.396168,0.010345,0.011276,0.859009,-0.095478,-0.015211,-0.022307,-77.452713,58.778717,-265.283081,nan,nan,nan
688434518.089996,-0.223760,-0.242028,-147.051780,-0.026825,-0.032333,0.911896,0.031270,0.021140,-0.049499,-74.537460,66.588837,-266.010040,nan,nan,nan
688434518.290108,-0.176094,-0.264665,-147.659964,0.011444,0.003082,0.924530,0.011466,-0.033575,-0.062495,-74.518173,68.885040,-265.161804,nan,nan,nan
688434518.490193,-0.163616,-0.297198,-148.048573,0.055328,0.014008,1.150681,0.032973,0.067902,-0.044114,-74.761597,70.021774,-263.912048,nan,nan,nan
688434518.690144,-0.214515,-0.334483,-148.354190,0.029236,-0.012314,0.999237,-0.060205,0.065161,-0.054885,-76.061646,70.259613,-263.507446,nan,nan,nan
688434518.890148,-0.186727,-0.198148,-149.251779,0.020264,0.002640,1.035156,0.148247,0.084225,-0.226378,-75.756271,69.680283,-263.915649,nan,nan,nan
688434519.090212,-0.082659,-0.324483,-151.287517,-0.020126,0.013077,0.998566,0.075179,-0.035551,-0.131342,-75.451691,70.417709,-264.385651,nan,nan,nan
688434519.290102,0.101248,-0.563490,-152.044652,-0.012970,-0.002350,0.943756,-0.008350,0.012232,-0.045034,-75.150192,70.349960,-262.812012,nan,nan,nan
688434519.490126,0.010271,-0.456638,-152.124237,0.045303,0.028290,0.929779,-0.068426,0.063360,-0.007660,-75.108490,70.858963,-261.952698,nan,nan,nan
688434519.690148,-0.132333,-0.533439,-151.867930,0.011551,0.031647,0.842331,-0.122943,0.024375,0.008581,-75.431961,71.685287,-259.845062,nan,nan,nan
688434519.890106,-0.091266,-0.512240,-151.047006,-0.011765,-0.029358,1.006912,-0.007055,-0.081006,0.053943,-76.182251,71.872803,-257.694244,nan,nan,nan
688434520.090137,-0.000062,-0.389765,-149.988598,0.003021,0.007431,0.958725,-0.071722,0.043108,0.147678,-76.977493,71.402664,-256.391418,nan,nan,nan
688434520.290135,0.079004,-0.452255,-149.042036,0.031921,0.016678,0.877533,-0.015668,-0.025613,0.012936,-78.184738,71.035553,-254.366943,nan,nan,nan
688434520.490119,0.023109,-0.555708,-149.044065,0.036285,0.012589,1.021378,-0.043770,-0.007172,-0.007614,-78.421997,69.669937,-253.141327,nan,nan,nan
688434520.690121,-0.016458,-0.474705,-149.555899,-0.000366,0.044083,0.939758,-0.051012,0.026429,-0.100409,-78.513962,68.358170,-252.513336,nan,nan,nan
688434520.890242,0.042114,-0.440081,-151.211034,0.016739,0.004669,0.870270,-0.040102,-0.128605,-0.150912,-78.210068,67.488693,-252.019058,nan,nan,nan
688434521.090158,-0.038867,-0.430352,-152.052330,-0.017120,0.001892,0.989136,0.009223,0.070041,-0.031033,-77.149307,67.177307,-252.035599,nan,nan,nan
688434521.290152,-0.035379,-0.347132,-151.965619,0.018280,-0.011169,0.878830,-0.150589,-0.028777,0.011457,-76.462646,67.644897,-252.522339,nan,nan,nan
688434521.490157,-0.087208,-0.249834,-151.414635,0.025482,0.030197,0.928162,-0.007715,0.117637,0.008569,-76.297577,68.391052,-252.290955,nan,nan,nan
688434521.690121,-0.120288,-0.226025,-150.512864,0.043381,-0.008255,0.899399,-0.028792,0.049147,0.118656,-76.098465,69.522095,-252.098907,nan,nan,nan
688434521.890142,-0.085926,-0.170321,-149.394148,0.013046,-0.027145,1.003189,0.061223,0.048572,0.077646,-76.689636,70.616608,-251.657822,nan,nan,nan
688434522.090133,0.106923,-0.289152,-149.447322,0.006378,0.033646,0.954987,-0.023510,-0.014364,-0.073610,-77.677505,71.475647,-251.101913,nan,nan,nan
688434522.290144,0.023014,-0.306663,-149.110279,0.007629,0.000107,0.893295,-0.017101,-0.011052,0.045092,-79.390808,71.879822,-250.555862,nan,nan,nan
688434522.490153,-0.224651,-0.366275,-147.669631,0.002960,-0.000214,0.978973,-0.030644,0.019428,0.216279,-80.880905,72.454788,-250.264893,nan,nan,nan
688434522.689400,0.017059,-0.275929,-145.772290,0.035309,0.029144,0.830627,-0.045546,0.050160,0.093788,-83.111252,73.145630,-249.815994,nan,nan,nan
688434522.890158,0.003966,-0.257797,-145.170309,-0.004898,0.012283,0.836823,-0.144259,0.002429,-0.015726,-86.039276,72.696960,-249.460953,nan,nan,nan
688434523.089986,-0.013353,-0.294338,-144.709154,0.039154,0.005630,0.897736,-0.131206,0.061589,0.040724,-87.967438,71.253693,-248.178757,nan,nan,nan
688434523.290193,0.240961,-0.009746,-144.799707,-0.012283,-0.024536,1.178635,0.073725,-0.054051,-0.080647,-90.304596,68.151520,-248.439346,nan,nan,nan
688434523.490149,0.095420,0.158930,-146.047699,0.023956,-0.003754,1.197998,-0.002417,0.038278,-0.111268,-90.746017,64.116226,-249.103973,nan,nan,nan
688434523.690172,0.239172,-0.124154,-146.993811,-0.004471,0.027267,1.119415,0.019493,-0.001165,0.024977,-88.774612,61.871155,-251.613022,nan,nan,nan
688434523.890157,0.550384,-0.261649,-145.998843,-0.027725,0.029022,1.034500,-0.035051,-0.074146,0.173090,-86.020660,62.826920,-252.431671,nan,nan,nan
688434524.089665,0.364209,0.130367,-144.670771,0.020844,0.032455,0.922974,0.011209,-0.062175,0.082902,-81.886917,66.329483,-251.931854,nan,nan,nan
688434524.289531,0.224499,-0.001274,-144.033789,-0.032883,-0.010605,0.962143,0.061987,-0.096094,0.050789,-79.140030,69.126404,-245.516724,nan,nan,nan
688434524.489561,0.357365,-0.116880,-143.742371,-0.001495,0.017975,1.059784,0.009556,0.026576,0.026840,-79.374588,63.838242,-245.977417,nan,nan,nan
688434524.690134,0.274154,0.022544,-144.182961,-0.030472,0.050613,0.978683,-0.018963,0.049468,-0.080150,-79.945953,67.213348,-250.162125,nan,nan,nan
688434524.890170,0.272688,0.120520,-145.218795,0.012100,0.028702,1.124207,0.042802,0.058683,-0.056712,-81.953232,69.196808,-249.995712,nan,nan,nan
688434525.090147,0.228605,-0.082100,-145.340012,-0.012878,0.000687,0.927460,0.059688,0.040720,0.002950,-82.188919,69.345779,-249.743271,nan,nan,nan
688434525.290155,0.233225,0.045060,-145.291138,-0.027206,0.021317,0.959900,0.037774,-0.070639,-0.003428,-81.907303,69.902512,-250.828247,nan,nan,nan
688434525.490132,-0.102992,0.016254,-147.017817,-0.010574,0.019196,0.919662,-0.144604,0.139071,-0.174481,-81.077179,71.428253,-252.212036,nan,nan,nan
688434525.690171,-0.036644,0.052379,-148.467313,-0.050980,0.024307,0.986465,0.005619,-0.158912,-0.056729,-82.413315,73.413025,-252.287659,nan,nan,nan
688434525.890188,0.184577,0.000934,-148.454407,0.015732,0.034805,1.044861,-0.010304,0.005377,-0.008180,-84.811249,74.323608,-251.245621,nan,nan,nan
688434526.090142,0.271631,-0.078452,-148.521937,-0.010956,-0.013168,1.030396,0.020982,-0.110476,-0.023021,-87.738556,73.845566,-249.758438,nan,nan,nan
688434526.290158,0.129612,-0.014235,-148.117754,-0.019379,0.021606,0.977478,-0.020325,0.010446,0.029410,-90.086472,72.098709,-248.243088,nan,nan,nan
688434526.490172,-0.200445,0.119906,-147.263480,-0.027298,-0.001190,0.969070,-0.013984,-0.006087,0.092973,-92.484863,70.731705,-246.822891,nan,nan,nan
688434526.690165,-0.377473,-0.098344,-146.723511,0.013748,-0.003998,1.003723,0.001285,0.028488,0.012924,-94.824997,67.563782,-246.293213,nan,nan,nan
688434526.890277,-0.416593,-0.218257,-146.575754,0.016617,-0.000732,1.008362,0.015464,-0.058420,-0.026351,-96.222610,64.229111,-246.677048,nan,nan,nan
688434527.090085,-0.252926,0.227033,-146.748894,0.019882,-0.011871,0.891220,-0.109333,-0.064404,-0.119555,-97.265976,60.699829,-248.847366,nan,nan,nan
688434527.290160,-0.220034,0.046639,-147.819627,0.011673,0.000900,0.970901,-0.039613,0.060029,-0.174857,-97.728928,57.039566,-252.295395,nan,nan,nan
688434527.490208,-0.013190,0.014030,-148.505616,-0.023499,0.013611,0.941696,-0.032556,0.031557,0.022794,-98.807068,56.568527,-258.976501,nan,nan,nan
688434527.690206,-0.085352,-0.028519,-148.246689,0.010132,-0.021362,1.100983,-0.050040,-0.014871,0.028531,-101.529266,63.770355,-261.970856,nan,nan,nan
688434527.890296,-0.070003,0.140504,-147.885996,-0.006042,-0.009964,1.067078,-0.003056,0.010627,0.051790,-105.979019,67.576736,-258.118774,nan,nan,nan
688434528.090048,0.094304,0.085274,-147.216513,0.012207,0.013443,0.964340,0.033492,-0.017435,0.052507,-109.929642,75.699295,-252.251648,nan,nan,nan
688434528.290162,-0.122652,0.192267,-147.233465,0.025558,0.000473,1.123306,-0.135363,0.026693,-0.022226,-105.883301,78.525192,-249.615707,nan,nan,nan
688434528.489758,-0.081299,0.281268,-146.891219,-0.023499,-0.019623,1.007629,0.030740,0.035472,-0.014941,-92.488144,84.358795,-247.892227,nan,nan,nan
688434528.689660,0.039336,0.128581,-147.920813,-0.025482,0.017044,0.837067,-0.055067,-0.013015,-0.077689,-76.740219,93.254272,-244.905624,nan,nan,nan
688434528.890169,-0.197896,-0.032906,-148.470147,-0.034622,0.007080,1.144684,-0.058738,-0.123695,0.009472,-67.932999,94.935547,-220.937927,nan,nan,nan
688434529.090215,-0.028653,-0.015723,-148.345341,-0.031219,0.026978,1.122040,0.081339,-0.122400,-0.001641,-60.812912,73.089706,-207.617920,nan,nan,nan
688434529.290183,-0.344775,0.201022,-147.862103,0.025513,0.040817,0.838943,-0.240294,0.095386,0.007197,-58.748779,53.791031,-212.434860,nan,nan,nan
688434529.490195,-0.130179,0.246656,-147.683899,-0.004639,-0.004150,1.101959,0.046015,0.033745,0.009906,-62.548782,43.998505,-222.685364,nan,nan,nan
688434529.690195,-0.203318,0.050168,-147.083497,0.063797,0.001190,0.767868,-0.140606,0.119882,-0.002392,-69.252075,41.008377,-235.080872,nan,nan,nan
688434529.890230,-0.141025,0.176599,-147.231444,-0.030945,0.030914,1.188232,0.041162,0.076806,-0.048557,-75.048965,43.690430,-244.325256,nan,nan,nan
688434530.090218,0.004055,-0.099924,-147.311860,0.030472,-0.025574,0.950027,-0.102646,-0.016728,-0.091238,-79.330643,47.771622,-249.960052,nan,nan,nan
688434530.290226,0.069701,0.087160,-147.829498,-0.012909,-0.014984,1.084335,-0.006682,0.026212,0.006971,-82.252960,52.773926,-253.417175,nan,nan,nan
688434530.490181,-0.200004,-0.114569,-147.758005,0.042053,0.010254,0.846176,-0.038943,0.083690,-0.040436,-85.419617,57.951675,-254.754623,nan,nan,nan
688434530.690183,-0.213739,0.240923,-147.468964,-0.042328,-0.036102,1.036346,0.031722,-0.090983,0.057803,-86.835327,60.922836,-253.553925,nan,nan,nan
688434530.890324,0.088223,-0.052786,-147.696547,0.005234,-0.000656,1.095673,0.047524,-0.054575,-0.054952,-87.478378,62.844788,-253.426300,nan,nan,nan
688434531.090178,0.092962,-0.141658,-147.402933,0.044434,0.017975,0.888306,-0.054206,0.190165,0.062866,-87.245743,65.064835,-253.564545,nan,nan,nan
688434531.290229,-0.008219,-0.180634,-147.034173,-0.012161,-0.027496,1.006470,0.035893,-0.063533,0.036171,-86.964401,66.697662,-252.095627,nan,nan,nan
688434531.490246,-0.087588,-0.044435,-145.459632,-0.024506,0.004684,1.124786,0.018345,-0.136838,0.195016,-85.613174,68.876709,-252.137344,nan,nan,nan
688434531.689732,0.042226,-0.044420,-143.790970,0.020050,0.020096,0.967331,-0.087942,0.012122,0.041360,-84.171051,70.185440,-250.825653,nan,nan,nan
688434531.890322,0.093259,-0.123056,-143.850535,-0.005402,0.013000,1.022415,-0.069787,-0.033421,-0.003489,-81.442551,70.083221,-250.139038,nan,nan,nan
688434532.090298,0.136685,-0.231811,-144.129380,-0.007980,0.008057,1.080414,0.093169,-0.103655,-0.086253,-80.049515,69.174881,-250.556824,nan,nan,nan
688434532.290236,0.090180,-0.240964,-144.949747,0.025284,0.009705,0.762650,-0.040906,0.093308,-0.106839,-78.117462,67.896591,-248.881836,nan,nan,nan
688434532.490226,0.165840,-0.185281,-145.454807,0.015869,-0.000076,0.961594,0.034688,0.095518,-0.044368,-77.416656,66.725998,-249.044968,nan,nan,nan
688434532.690217,0.146713,0.020929,-145.297202,-0.048035,-0.007431,1.073364,0.107465,-0.006234,0.038857,-77.131851,65.071304,-250.004288,nan,nan,nan
688434532.890272,0.210098,-0.038012,-144.257748,0.009552,0.004852,1.123367,0.105703,0.034019,0.070186,-77.735687,64.034103,-251.338013,nan,nan,nan
688434533.089690,0.248795,-0.030396,-143.892282,0.000885,0.007797,1.086914,0.020731,0.123334,0.000627,-78.863129,63.231064,-252.732452,nan,nan,nan
688434533.289632,0.238866,-0.211364,-143.650698,0.016693,0.014160,0.999786,0.113658,0.013096,0.015668,-79.733139,63.404129,-252.964890,nan,nan,nan
688434533.489594,0.181241,-0.278385,-143.883565,-0.010315,-0.008820,1.131943,-0.053551,0.026947,-0.143832,-81.459747,63.951736,-253.519760,nan,nan,nan
688434533.689627,0.101132,-0.116044,-145.578183,-0.034729,-0.007599,0.956085,-0.086672,-0.012515,-0.173941,-81.636414,64.527832,-253.670776,nan,nan,nan
688434533.889672,0.196080,-0.088518,-147.037871,-0.026443,0.022125,1.039642,-0.081011,-0.014415,-0.108747,-83.196533,65.056396,-253.898514,nan,nan,nan
688434534.089635,0.346782,-0.020508,-147.781215,-0.021988,0.024551,1.146011,0.060720,0.062130,-0.013548,-84.084610,65.111069,-254.749313,nan,nan,nan
688434534.289665,0.226431,-0.070812,-146.514823,0.036774,0.020233,1.033218,0.025912,0.106012,0.179389,-86.191910,65.676834,-255.792007,nan,nan,nan
688434534.489670,0.277431,-0.192307,-144.967268,0.076996,0.003601,1.092255,0.054988,0.050018,-0.017207,-87.623444,66.816391,-256.216858,nan,nan,nan
688434534.689612,0.173416,-0.182243,-144.923356,-0.052307,0.026459,1.140823,-0.023709,-0.047503,0.045925,-87.837875,66.605148,-257.004730,nan,nan,nan
688434534.889712,0.072009,-0.183274,-144.626893,-0.036545,-0.016937,1.067719,0.002214,0.004425,-0.009669,-89.035278,67.147324,-257.208099,nan,nan,nan
688434535.089692,-0.282557,-0.072081,-145.527485,-0.001068,0.011673,1.019455,-0.145823,0.094255,-0.137805,-88.992447,66.853912,-258.250427,nan,nan,nan
688434535.289639,-0.407183,-0.004567,-146.623754,-0.063431,0.039780,0.803482,-0.016665,-0.128705,-0.047474,-88.629974,66.163574,-259.727600,nan,nan,nan
688434535.490389,-0.163157,-0.200719,-146.987515,-0.003082,0.007523,0.998520,0.012072,0.011946,-0.063503,-89.041504,65.665070,-260.246216,nan,nan,nan
688434535.690239,-0.057593,-0.091995,-147.502936,0.006256,0.002808,0.918182,-0.039494,0.027733,-0.034580,-89.087219,64.871750,-261.162109,nan,nan,nan
688434535.890238,-0.265373,-0.092663,-147.049610,-0.010605,0.001862,0.947266,-0.028088,-0.019326,0.081734,-90.128616,65.146652,-261.757202,nan,nan,nan
688434536.090185,-0.310088,-0.203914,-145.956182,0.001907,-0.022141,1.015167,-0.031399,-0.071366,0.050138,-91.701828,65.398392,-263.265991,nan,nan,nan
688434536.290211,-0.163588,-0.029881,-146.017725,-0.019104,-0.017883,0.860641,-0.004237,-0.000938,-0.005935,-93.199463,66.041183,-264.570129,nan,nan,nan
688434536.490240,-0.205428,-0.046869,-145.830300,0.000351,0.019760,0.984253,-0.002052,-0.053332,0.004571,-95.043610,67.241714,-265.502136,nan,nan,nan
688434536.690235,-0.270334,-0.058329,-145.832706,0.004868,0.002289,1.026627,-0.065314,-0.021527,0.009014,-96.569504,68.838913,-265.525543,nan,nan,nan
688434536.890252,-0.107638,-0.041425,-146.572764,-0.001953,0.012466,1.006027,-0.060982,0.022483,-0.099861,-97.578812,70.243423,-264.467560,nan,nan,nan
688434537.090360,-0.233393,-0.032495,-148.040781,-0.028946,-0.030563,0.800400,-0.039813,0.010049,-0.130812,-97.924133,70.882935,-262.979431,nan,nan,nan
688434537.290247,-0.147355,-0.004819,-149.032283,-0.037827,-0.012909,1.031876,0.032580,-0.014628,-0.032340,-97.834457,71.151688,-261.553406,nan,nan,nan
688434537.490342,-0.128581,-0.104286,-149.235316,-0.023682,0.005203,0.903641,-0.006665,-0.031330,0.014509,-97.296005,70.785690,-259.237335,nan,nan,nan
688434537.690297,0.070849,-0.047133,-148.634669,-0.001709,0.000687,1.013702,0.038146,-0.050505,0.065979,-97.633087,70.092636,-258.381226,nan,nan,nan
688434537.890191,0.026841,-0.185832,-148.233525,-0.024918,-0.019119,1.059540,-0.031589,-0.017124,0.027297,-97.632294,67.803986,-257.288574,nan,nan,nan
688434538.090153,-0.200848,-0.151687,-148.100293,-0.018280,-0.009247,0.964172,0.014128,-0.031015,0.008276,-97.953796,64.799881,-256.575928,nan,nan,nan
688434538.290258,-0.003369,0.018528,-147.898465,0.009048,0.009262,1.046585,0.053340,-0.028581,0.014455,-97.531830,60.624237,-256.239288,nan,nan,nan
688434538.490289,0.054131,-0.079348,-148.122581,0.000137,-0.029572,0.934006,0.057677,0.001420,-0.153012,-97.452423,57.167099,-258.511597,nan,nan,nan
688434538.690275,0.064464,0.175902,-150.114245,-0.006927,-0.037399,0.890076,-0.139798,0.039360,-0.180063,-96.686951,55.234436,-260.771484,nan,nan,nan
688434538.890282,-0.007833,-0.014884,-150.574246,0.035568,0.032135,0.886063,0.019741,0.081503,-0.058076,-96.980179,53.893005,-266.064514,nan,nan,nan
688434539.090282,0.061425,-0.170387,-150.577534,0.028854,0.013641,1.010910,0.051262,-0.067092,-0.037584,-96.800568,55.417084,-270.357910,nan,nan,nan
688434539.290257,0.110098,-0.173996,-149.681555,0.011566,-0.022568,1.006027,0.076016,-0.006756,0.114231,-92.063690,56.177032,-274.500946,nan,nan,nan
688434539.490256,0.087526,-0.075163,-148.207150,-0.007477,0.025436,0.967575,0.053371,0.201622,0.096359,-85.476059,62.686722,-281.728271,nan,nan,nan
688434539.690284,-0.001187,-0.107419,-147.814854,-0.038055,0.018860,0.990601,0.031270,-0.037201,0.025734,-82.711136,70.192215,-282.868591,nan,nan,nan
