Time (sec),Pitch (deg),Roll (deg),Yaw(deg),X-Acceleration (g),Y-Acceleration (g),Z-Acceleration (g),Pitch Rate (deg/sec),Roll Rate (deg/sec),Yaw Rate (deg/sec),Magnetic Field in X direction (uT),Magnetic Field in Y direction (uT),Magnetic Field in Z Direction (uT),Latitude (deg),Longitude (deg),Altitude (m)
688434336.688685,0.428805,0.471710,31.250916,-0.007736,0.008942,0.996902,-0.001723,0.002478,-0.007828,-43.990417,110.017136,-246.901413,nan,nan,nan
688434336.888742,0.425187,0.472921,31.249035,-0.007141,0.006622,0.996628,-0.002209,0.002176,-0.010003,-43.910034,109.749832,-246.173965,nan,nan,nan
688434337.088816,0.430172,0.474858,31.249527,-0.007599,0.007523,0.997513,-0.003742,0.000432,-0.008857,-43.977036,109.213623,-246.633270,nan,nan,nan
688434337.288828,0.432886,0.478203,31.246860,-0.008057,0.008011,0.997162,-0.002639,-0.000189,-0.010784,-44.336334,109.206482,-246.946167,nan,nan,nan
688434337.488792,0.431866,0.480333,31.245924,-0.008423,0.007050,0.996078,-0.003340,-0.001331,-0.009707,-43.895386,109.060410,-247.317139,nan,nan,nan
688434337.688789,0.433236,0.484638,31.241766,-0.007339,0.007202,0.996323,-0.001862,-0.000018,-0.009660,-44.474182,109.921494,-247.094299,nan,nan,nan
688434337.888729,0.433611,0.487506,31.234168,-0.007584,0.006912,0.996368,-0.001054,-0.000238,-0.009487,-43.969559,109.616959,-246.841309,nan,nan,nan
688434338.088555,0.431131,0.486519,31.236057,-0.008133,0.007202,0.996475,-0.002748,0.000582,-0.009945,-43.781326,110.021332,-247.317429,nan,nan,nan
688434338.288734,0.431033,0.488479,31.229856,-0.007217,0.006805,0.996674,-0.003537,-0.000141,-0.010972,-43.488968,109.612076,-246.687637,nan,nan,nan
688434338.488741,0.430138,0.487458,31.232990,-0.008118,0.006866,0.997025,-0.001119,0.002833,-0.009808,-43.603729,109.368240,-246.439896,nan,nan,nan
688434338.688743,0.428916,0.487895,31.230493,-0.008652,0.006851,0.996292,-0.003520,-0.002145,-0.008441,-43.978989,109.380447,-247.284698,nan,nan,nan
688434338.888496,0.428043,0.490134,31.233242,-0.008240,0.007172,0.997513,-0.003336,0.001624,-0.009777,-44.087494,109.207932,-246.790756,nan,nan,nan
688434339.088737,0.429537,0.489665,31.229071,-0.009216,0.007736,0.996811,-0.000525,0.000526,-0.008102,-44.318985,109.479263,-247.269455,nan,nan,nan
688434339.288732,0.428470,0.490447,31.233322,-0.008148,0.007599,0.997772,-0.005553,0.003339,-0.010204,-43.500702,109.799210,-246.847229,nan,nan,nan
688434339.488745,0.422854,0.491510,31.229993,-0.008255,0.006866,0.998215,-0.000519,-0.000992,-0.010618,-43.941299,109.843140,-246.851013,nan,nan,nan
688434339.688814,0.418864,0.489646,31.232319,-0.007492,0.006592,0.996399,-0.002859,0.001863,-0.009861,-43.694733,108.973328,-247.169144,nan,nan,nan
688434339.888754,0.422024,0.493195,31.228598,-0.007767,0.007843,0.997284,-0.003700,0.002879,-0.009710,-43.878601,109.439590,-246.762161,nan,nan,nan
688434340.088722,0.425994,0.489902,31.232547,-0.008011,0.006470,0.997177,-0.003984,0.001013,-0.007188,-43.872604,110.077881,-246.559982,nan,nan,nan
688434340.288757,0.425421,0.487322,31.236748,-0.007629,0.007950,0.995590,-0.003239,0.002114,-0.012991,-43.771484,109.876907,-246.851379,nan,nan,nan
688434340.488717,0.431061,0.487198,31.238104,-0.007828,0.006577,0.996506,-0.003982,0.003179,-0.008479,-44.044083,109.609177,-247.357925,nan,nan,nan
688434340.688776,0.437895,0.487034,31.243378,-0.007278,0.009552,0.996948,-0.003193,-0.001412,-0.009983,-44.018356,109.171814,-246.675201,nan,nan,nan
688434340.888764,0.441708,0.486153,31.250406,-0.007156,0.008850,0.996399,-0.001332,0.001253,-0.011001,-44.026627,109.205032,-246.941574,nan,nan,nan
688434341.088726,0.441116,0.480799,31.251178,-0.007919,0.008087,0.996918,-0.003575,0.002598,-0.009295,-43.920410,109.429993,-246.601105,nan,nan,nan
688434341.288737,0.443302,0.481495,31.251493,-0.007553,0.001556,0.996460,-0.001825,0.002681,-0.009132,-43.668457,109.663239,-246.480484,nan,nan,nan
688434341.488309,0.445408,0.489773,31.262744,-0.004333,0.000122,0.998871,-0.004124,0.006406,-0.009178,-43.768661,109.585098,-246.340836,nan,nan,nan
688434341.688769,0.455768,0.489458,31.260561,-0.008423,-0.011612,0.995926,-0.000755,0.002758,-0.007740,-43.612610,109.612488,-246.695221,nan,nan,nan
688434341.888757,0.435161,0.492476,31.264321,0.000732,-0.076569,0.991226,-0.010010,0.020536,-0.008897,-43.553909,109.109451,-246.868225,nan,nan,nan
688434342.088711,0.321239,0.397511,31.206758,-0.015625,-0.019211,0.963715,-0.034177,-0.043455,0.006097,-42.917740,108.356400,-246.138824,nan,nan,nan
688434342.288728,0.351414,0.403666,30.991072,-0.003479,0.023849,0.978439,-0.023280,0.013776,-0.027901,-42.222839,107.344894,-245.673187,nan,nan,nan
688434342.488760,0.228969,0.379096,30.770893,0.004684,-0.023529,1.011581,0.018828,0.013275,-0.041264,-42.080750,106.331802,-245.644211,nan,nan,nan
688434342.688767,0.384115,0.352827,30.571597,0.038910,-0.007736,0.992523,0.011200,0.013816,-0.044320,-41.648407,105.613525,-245.424225,nan,nan,nan
688434342.888740,0.269345,0.386173,30.480469,-0.022690,0.024445,1.018433,0.001597,-0.060645,-0.011686,-41.326065,103.765945,-245.468979,nan,nan,nan
688434343.088581,0.301497,0.308770,30.429948,-0.029144,-0.000931,1.000702,0.019304,0.023197,-0.001973,-41.498047,102.680405,-245.833359,nan,nan,nan
688434343.288721,0.366744,0.443028,30.610118,0.006714,-0.048096,1.004898,0.010542,0.029689,0.010535,-42.009216,101.152435,-245.994919,nan,nan,nan
688434343.488754,0.393948,0.509372,30.952332,-0.015427,0.014084,1.051254,0.025609,0.003408,0.011161,-42.453613,99.216766,-245.529175,nan,nan,nan
688434343.688894,0.488203,0.326576,31.296370,-0.000259,0.052460,1.011749,0.014888,-0.021161,-0.003707,-43.671310,98.211700,-246.440155,nan,nan,nan
688434343.888847,0.380619,0.498768,30.988529,-0.005264,0.021622,1.054642,0.012226,0.029534,-0.013855,-44.554489,97.098892,-246.596100,nan,nan,nan
688434344.088757,0.344077,0.490315,31.007434,0.001343,-0.032181,0.987900,0.011273,-0.038056,0.000473,-45.829605,96.254211,-247.722519,nan,nan,nan
688434344.288817,0.452036,0.533905,30.755718,-0.010269,-0.007904,0.995728,0.012357,0.001819,-0.065106,-47.694550,95.817764,-248.751328,nan,nan,nan
688434344.488734,0.491782,0.326141,30.740769,0.015167,0.020172,0.956055,0.025147,-0.087458,-0.029990,-49.792618,95.426407,-249.560913,nan,nan,nan
688434344.688898,0.481935,0.245437,30.640470,0.006943,-0.000763,0.983109,0.064516,0.018354,-0.039068,-51.525131,96.598694,-250.807129,nan,nan,nan
688434344.888759,0.639675,0.303146,30.122429,0.014648,0.004364,1.008942,0.002488,0.068405,-0.067439,-52.682281,97.759186,-251.428497,nan,nan,nan
688434345.088765,0.687933,0.162542,29.983153,0.020660,0.022949,1.013870,-0.031090,0.008059,-0.060722,-53.411057,98.618011,-252.335129,nan,nan,nan
688434345.288756,0.729188,0.281095,29.513088,-0.001617,0.022858,0.958389,-0.027147,0.002752,-0.011622,-53.948929,100.043671,-252.539429,nan,nan,nan
688434345.488798,0.780428,0.253339,29.317107,0.001175,0.018829,0.956100,0.004467,-0.018426,-0.037056,-53.676056,101.726334,-252.057098,nan,nan,nan
688434345.688918,0.712418,0.248039,29.082643,-0.020660,0.014389,0.980972,-0.013288,-0.036855,-0.016157,-53.496796,102.433624,-251.842590,nan,nan,nan
688434345.888799,0.780039,0.247444,28.780001,-0.026566,0.023651,0.986557,-0.002749,-0.002824,-0.021168,-53.443756,103.358109,-251.768402,nan,nan,nan
688434346.088793,0.722436,0.229722,28.443422,0.011856,0.026321,0.991135,-0.000612,0.005618,-0.040099,-53.059052,104.732941,-251.070129,nan,nan,nan
688434346.288774,0.647908,0.309859,28.289440,-0.003082,0.003204,0.991241,-0.003450,0.009607,-0.021040,-52.126877,105.425156,-250.314606,nan,nan,nan
688434346.488736,0.551583,0.254461,28.265167,-0.004562,0.002884,0.999237,-0.007799,-0.079084,-0.028621,-51.416489,106.148788,-249.221451,nan,nan,nan
688434346.688841,0.401761,0.130526,28.071040,0.019409,0.016068,1.015839,0.034371,0.082190,-0.037668,-50.748322,106.244949,-248.628754,nan,nan,nan
688434346.888818,0.362055,0.105027,27.623496,-0.002869,0.013458,1.006332,-0.013219,0.018129,-0.043855,-50.469528,106.748672,-248.002487,nan,nan,nan
688434347.088739,0.394292,0.224803,27.246287,-0.005600,-0.012970,0.991638,-0.007414,-0.023392,-0.044932,-49.743378,107.020081,-246.153854,nan,nan,nan
688434347.288811,0.480022,0.397445,26.767385,-0.001343,0.008514,1.002060,-0.025791,0.047703,-0.056694,-49.492691,107.010696,-245.567932,nan,nan,nan
688434347.488790,0.442274,0.224388,26.492888,-0.002960,0.021820,0.985535,0.023013,-0.038799,-0.019124,-49.217651,107.138641,-244.604782,nan,nan,nan
688434347.688807,0.401876,0.233659,26.216154,-0.002716,0.022263,1.009460,-0.006375,-0.003135,-0.026455,-49.533127,106.065628,-242.570633,nan,nan,nan
688434347.888783,0.382729,0.302764,26.105168,0.002777,0.015015,0.993332,-0.012338,-0.004873,-0.031034,-49.707062,105.837173,-242.300674,nan,nan,nan
688434348.088629,0.287967,0.266533,26.123219,0.006668,-0.026367,0.991760,-0.015712,0.011118,-0.014270,-49.556366,105.510223,-241.523773,nan,nan,nan
688434348.288759,0.413516,0.379353,26.152348,-0.004730,0.015121,0.988785,0.028065,-0.012292,-0.001937,-49.940842,105.272308,-240.976089,nan,nan,nan
688434348.488867,0.321167,0.345726,26.292079,0.004791,0.006989,1.000443,-0.017226,-0.010299,-0.032865,-49.881668,105.199493,-240.206955,nan,nan,nan
688434348.688782,0.306923,0.394488,26.647780,-0.007294,-0.030960,1.011368,-0.009996,-0.005228,0.022228,-49.730759,104.364868,-240.221176,nan,nan,nan
688434348.888780,0.370865,0.212712,26.945632,-0.009521,0.019531,0.994644,0.020622,-0.053992,0.031986,-50.143448,104.061218,-240.214111,nan,nan,nan
688434349.088784,0.404353,0.423218,26.905278,-0.012482,-0.020935,1.023880,0.024969,-0.004077,-0.005734,-50.373703,104.160782,-240.181137,nan,nan,nan
688434349.288863,0.473223,0.461153,26.247277,-0.048477,-0.014893,0.969727,-0.011531,-0.056805,-0.053516,-51.146957,105.527542,-239.317154,nan,nan,nan
688434349.488773,0.388964,0.423304,25.208697,-0.027390,0.015244,1.020401,-0.018990,0.004345,-0.099353,-51.613312,107.123001,-238.739746,nan,nan,nan
688434349.688875,0.509966,0.446466,24.693474,-0.033508,-0.017792,0.975494,-0.051855,-0.035033,-0.017441,-51.568665,108.279678,-237.776428,nan,nan,nan
688434349.888820,0.525210,0.354897,24.429973,-0.024216,0.032639,1.008224,0.020921,-0.064269,-0.023956,-51.395309,109.522522,-236.460175,nan,nan,nan
688434350.088795,0.467124,0.520003,24.204833,-0.005600,0.027817,1.001099,-0.011224,-0.013733,-0.011902,-51.782654,109.366791,-235.535812,nan,nan,nan
688434350.288783,0.466021,0.429192,23.995046,-0.014175,0.041000,0.981445,0.017739,0.051685,-0.036906,-51.199936,110.149628,-232.884689,nan,nan,nan
688434350.488782,0.601983,0.348988,23.870826,-0.002533,0.051727,1.000748,-0.007253,0.001140,-0.009487,-51.206757,111.203949,-231.590775,nan,nan,nan
688434350.688842,0.587302,0.305829,23.708458,-0.001862,0.061737,0.995575,0.000945,0.005828,-0.004212,-50.867722,110.870712,-229.441315,nan,nan,nan
688434350.888826,0.610891,0.328361,23.722634,-0.002899,0.042313,0.998001,-0.004291,0.000199,-0.014773,-50.716583,110.755783,-228.565384,nan,nan,nan
688434351.088855,0.604650,0.387892,23.891201,-0.010651,-0.035324,0.997650,-0.007895,0.006201,0.026995,-50.706375,110.698273,-228.915573,nan,nan,nan
688434351.288795,0.547603,0.379892,24.208521,-0.020874,-0.046967,0.998444,-0.003253,-0.054053,0.016232,-50.590195,110.046066,-227.170502,nan,nan,nan
688434351.488827,0.444052,0.545920,24.483367,-0.009109,-0.040405,0.993057,-0.021579,0.028783,0.006512,-51.474548,108.979584,-223.386765,nan,nan,nan
688434351.688824,0.356110,0.569299,25.838254,0.014282,-0.070709,0.950836,-0.028138,0.083260,0.155576,-51.550766,104.532043,-218.089127,nan,nan,nan
688434351.888789,0.245016,0.450140,27.446127,0.019363,0.033234,1.099213,-0.043197,0.108737,0.131832,-53.171036,95.208237,-212.300354,nan,nan,nan
688434352.088821,0.286282,0.343946,29.118024,0.018845,-0.013000,1.029846,-0.036176,-0.027415,0.122282,-55.362015,82.402191,-213.899536,nan,nan,nan
688434352.288780,0.394740,0.397861,30.643829,-0.012085,0.029160,0.995285,-0.022833,-0.006477,0.057804,-56.988113,69.940918,-221.291534,nan,nan,nan
688434352.488812,0.353549,0.524974,30.797813,-0.023605,0.026779,1.008728,-0.004424,0.010701,0.011393,-58.321060,61.465302,-233.090942,nan,nan,nan
688434352.688820,0.471813,0.402699,30.784514,0.013626,0.039948,0.944275,-0.005412,-0.019279,-0.024787,-57.659439,57.039062,-245.809784,nan,nan,nan
688434352.888831,0.556595,0.631481,31.028164,-0.033951,-0.066467,0.992889,0.058000,-0.071469,0.046639,-56.342804,57.522293,-259.361206,nan,nan,nan
688434353.088610,0.454815,0.503971,31.307107,-0.013504,-0.022034,0.921677,0.001320,-0.014508,-0.046111,-54.608444,67.550049,-271.984070,nan,nan,nan
688434353.288790,0.368127,0.627641,31.446872,0.012161,-0.025864,0.822998,-0.132513,0.071633,0.054596,-50.755173,77.166611,-277.489105,nan,nan,nan
688434353.488866,0.295870,0.476956,32.244204,-0.043549,-0.010452,0.928925,-0.086820,-0.167672,0.061374,-46.661774,84.161911,-282.367310,nan,nan,nan
688434353.688799,0.444044,0.460892,32.658024,-0.001923,0.049988,0.909607,-0.049312,-0.050512,0.057782,-43.925247,89.755249,-286.622986,nan,nan,nan
688434353.888799,0.513742,0.475104,33.492920,-0.021362,0.038696,1.083755,0.068528,-0.129759,0.142176,-41.541153,94.171600,-288.028198,nan,nan,nan
688434354.088456,0.562492,0.274155,35.117756,-0.000458,0.038254,0.994446,-0.000543,-0.042965,0.154742,-39.362381,96.529160,-291.217529,nan,nan,nan
688434354.288454,0.548316,0.131504,36.576899,0.042801,0.031494,1.066742,0.043515,0.036043,0.051058,-37.622086,100.699524,-293.445221,nan,nan,nan
688434354.488486,0.508031,0.223754,37.235065,-0.001526,0.032227,0.983017,-0.006497,-0.000438,0.033495,-37.087570,106.967102,-291.068970,nan,nan,nan
688434354.688504,0.536027,0.362726,37.779991,-0.024200,0.038177,1.032867,-0.013342,-0.003956,0.034962,-37.877075,111.850677,-284.192505,nan,nan,nan
688434354.888829,0.582321,0.131991,38.255016,0.020233,-0.002167,1.005737,-0.006845,0.011232,0.014986,-38.877350,112.589142,-276.785522,nan,nan,nan
688434355.088840,0.626825,0.305712,38.545509,0.014664,0.017761,0.992737,-0.023453,0.044427,0.038245,-39.200455,110.296921,-270.611206,nan,nan,nan
688434355.288798,0.643398,0.317149,38.900154,0.001175,0.028061,0.996490,0.010992,-0.024674,0.012285,-39.585449,108.390137,-267.319946,nan,nan,nan
688434355.488856,0.623206,0.272475,39.010060,-0.005447,0.023926,1.001450,-0.011808,0.017131,-0.023544,-39.247467,107.008362,-266.068054,nan,nan,nan
688434355.688877,0.521711,0.179272,38.637835,-0.002197,-0.032318,0.981171,-0.012047,0.013102,-0.062651,-39.735092,107.133148,-265.369324,nan,nan,nan
688434355.888850,0.381821,0.297279,37.796293,-0.015427,-0.024384,0.976974,-0.031897,0.017455,-0.109743,-40.063522,107.723145,-263.931580,nan,nan,nan
688434356.088847,0.443862,0.327686,36.888641,-0.013794,0.005371,0.950836,-0.015787,-0.033351,-0.066312,-40.770874,108.281021,-262.690918,nan,nan,nan
688434356.288833,0.510411,0.289965,36.722148,-0.025757,0.008804,1.057007,-0.045099,-0.001242,0.005610,-40.859955,107.316971,-261.182190,nan,nan,nan
688434356.488879,0.489034,0.215959,36.454057,0.017639,0.001205,0.952866,0.018639,-0.029616,-0.004681,-40.863663,106.472382,-260.151428,nan,nan,nan
688434356.688839,0.681838,0.460197,36.743712,0.018478,0.007462,0.928375,-0.064475,0.158187,0.004815,-40.072891,104.948990,-258.678467,nan,nan,nan
688434356.888887,0.614973,0.348261,37.152772,-0.004135,-0.018585,0.914368,-0.051587,-0.045401,0.049346,-39.565308,102.678696,-257.792786,nan,nan,nan
688434357.088879,0.518858,0.317076,37.780640,0.010925,-0.002075,0.980988,0.009266,0.068476,0.054530,-39.078278,100.224838,-257.663666,nan,nan,nan
688434357.288868,0.556092,0.386176,38.701527,0.015259,-0.005386,1.011185,0.034434,0.015216,0.025512,-39.139496,96.968124,-257.376801,nan,nan,nan
688434357.488870,0.632408,0.238536,39.310355,0.026016,-0.011505,1.014053,0.019355,0.015273,0.016856,-40.318253,93.957626,-257.468567,nan,nan,nan
688434357.688962,0.654940,0.253325,39.755815,0.001999,-0.004822,1.107269,0.044238,-0.026294,-0.026158,-40.925934,92.342224,-257.283569,nan,nan,nan
688434357.888873,0.748547,0.210946,39.484915,0.001389,-0.014847,1.010590,0.071160,-0.010461,-0.090158,-41.941666,91.548447,-257.774323,nan,nan,nan
688434358.088704,0.533411,0.234590,38.515365,0.022858,0.016525,0.951614,0.016732,0.104993,-0.148414,-43.377548,91.617676,-259.580994,nan,nan,nan
688434358.288832,0.504040,0.155589,37.813676,-0.009995,0.012802,0.974380,0.036048,0.015984,-0.092854,-43.863968,92.061478,-260.990662,nan,nan,nan
688434358.488867,0.726976,0.169251,37.772307,0.011887,0.023849,0.958801,-0.049347,-0.019065,0.005487,-44.190170,92.441132,-262.211548,nan,nan,nan
688434358.688849,0.765720,0.288196,37.861964,-0.031967,-0.007599,1.094666,0.047139,-0.049994,0.023441,-44.740143,93.202118,-263.271484,nan,nan,nan
688434358.888862,0.736283,0.233856,38.217425,0.002884,-0.037842,1.014145,-0.040013,0.064813,-0.033052,-45.818588,94.605408,-263.809448,nan,nan,nan
688434359.088860,0.768229,0.261806,38.418634,-0.023438,0.034836,1.076965,0.045054,-0.011689,0.116951,-46.938004,96.040085,-263.919922,nan,nan,nan
688434359.288829,0.859253,0.266731,39.945322,0.017914,0.043335,1.067474,-0.023175,0.095306,0.086517,-48.002533,96.835037,-264.354156,nan,nan,nan
688434359.488868,0.784713,0.333221,41.091469,0.011078,-0.043106,1.042709,0.022147,-0.032863,0.039189,-49.353134,97.419312,-263.072327,nan,nan,nan
688434359.688909,0.654356,0.155403,41.101719,0.034546,0.012344,1.131744,0.066254,-0.032089,-0.047324,-51.299210,98.330536,-262.644348,nan,nan,nan
688434359.889001,0.823575,0.151778,40.748037,-0.031998,0.024597,1.003647,0.034089,-0.003677,-0.014459,-52.620056,98.186935,-262.066284,nan,nan,nan
688434360.088815,0.988271,0.165184,40.676418,0.019897,0.015976,1.127594,0.024048,-0.108076,-0.122330,-53.411621,98.139236,-260.892853,nan,nan,nan
688434360.288998,0.720052,0.207803,39.632392,-0.045258,0.008408,0.986084,-0.074330,-0.128492,-0.029763,-53.724808,98.384659,-260.437622,nan,nan,nan
688434360.488864,0.536682,0.268578,39.108337,-0.020691,0.044678,0.882675,-0.031468,-0.009612,-0.038124,-54.430710,98.752167,-259.332611,nan,nan,nan
688434360.688897,0.450120,0.465204,39.051417,-0.012985,0.048065,1.011002,0.021151,-0.001437,0.022544,-54.355087,98.144058,-258.694031,nan,nan,nan
688434360.887972,0.297307,0.458818,39.257454,-0.011719,0.007706,0.961487,-0.041205,-0.043709,-0.003023,-54.369064,98.348587,-259.062775,nan,nan,nan
688434361.088111,0.304742,0.247788,39.111013,0.015930,-0.023590,0.887482,-0.065691,0.037812,-0.056126,-54.700699,98.217041,-258.124268,nan,nan,nan
688434361.288219,0.255393,0.273120,39.281992,-0.023697,0.002090,1.067703,0.044382,0.037942,0.063626,-55.220459,98.344955,-257.430359,nan,nan,nan
688434361.488348,0.322511,0.249918,40.569794,-0.021622,-0.000839,1.105682,-0.006259,-0.067436,0.105911,-55.241821,98.679718,-256.918030,nan,nan,nan
688434361.688437,0.284664,0.174069,41.603011,0.025848,-0.034653,1.067459,0.003931,-0.048091,0.026814,-55.565399,97.988037,-256.710999,nan,nan,nan
688434361.888625,0.344699,0.266337,41.608747,0.020477,0.029602,0.937668,-0.057712,0.066426,-0.048192,-55.941315,98.307251,-256.271973,nan,nan,nan
688434362.088806,0.383851,0.246909,41.359897,0.010651,0.039154,0.981903,0.002057,0.030499,-0.005221,-57.361542,99.143173,-255.235001,nan,nan,nan
688434362.288901,0.420401,0.277645,41.288271,-0.009918,0.023849,1.048706,0.017184,0.028599,-0.008733,-58.152161,99.078568,-254.841354,nan,nan,nan
688434362.488965,0.403127,0.234121,40.758064,-0.010620,-0.013580,1.012024,-0.002494,-0.016179,-0.039442,-59.422913,99.659805,-253.923950,nan,nan,nan
688434362.688961,0.371684,0.298321,40.334376,0.027847,-0.025421,0.937866,0.047176,0.105774,-0.096556,-60.092056,100.634094,-253.849030,nan,nan,nan
688434362.888997,0.393496,0.578414,39.714707,-0.061523,-0.005569,1.036118,-0.002876,0.051486,-0.058057,-60.992004,101.143646,-254.403732,nan,nan,nan
688434363.088772,0.374670,0.380200,39.623755,-0.020279,0.012161,1.006012,0.009331,0.046641,0.019253,-61.615631,101.712234,-253.330032,nan,nan,nan
688434363.288972,0.288555,0.384168,39.749600,-0.026566,0.009674,0.929062,-0.019331,-0.076760,-0.001916,-62.484955,102.138306,-253.425629,nan,nan,nan
688434363.488962,0.320873,0.253635,39.809341,0.001343,0.007996,0.986145,-0.010488,-0.020378,0.006605,-63.541824,102.075974,-252.902893,nan,nan,nan
688434363.688880,0.395851,0.244693,39.747294,-0.022415,0.008591,1.090042,0.005295,-0.010827,-0.005077,-64.390564,102.039688,-252.928146,nan,nan,nan
688434363.888991,0.421152,0.239865,39.768095,0.001862,-0.019897,0.942764,-0.049411,0.029685,-0.020758,-64.960266,102.875580,-253.337006,nan,nan,nan
688434364.088917,0.444087,0.400359,39.850076,0.012741,-0.004059,1.010071,0.016203,0.045561,0.005620,-65.288132,102.567474,-252.070404,nan,nan,nan
688434364.288915,0.463609,0.438922,40.522695,0.012299,0.024658,0.996307,-0.010446,-0.008169,0.021979,-65.238953,102.094040,-251.430389,nan,nan,nan
688434364.488910,0.504780,0.382628,40.719684,0.009933,0.026840,0.950790,-0.042598,-0.024367,-0.018281,-65.494064,101.190933,-250.414825,nan,nan,nan
688434364.688950,0.447527,0.405190,40.580233,-0.010925,-0.021332,1.043762,0.008674,0.007386,-0.013831,-65.912811,101.373856,-250.150085,nan,nan,nan
688434364.888915,0.424124,0.377318,40.271890,-0.005096,-0.018890,0.995163,0.045811,-0.013885,-0.040131,-66.360001,100.275787,-249.425873,nan,nan,nan
688434365.089031,0.447203,0.273304,40.441831,0.008224,0.011780,1.031036,-0.008402,0.057085,0.013333,-66.537354,99.026489,-249.447998,nan,nan,nan
688434365.288932,0.462595,0.373326,40.386816,-0.018448,-0.020264,1.022659,-0.080909,0.017484,0.014628,-65.851868,98.062225,-249.633240,nan,nan,nan
688434365.488958,0.409476,0.227131,40.497012,-0.029434,0.011322,0.899673,-0.056394,-0.077847,0.009212,-65.426270,97.111984,-249.707458,nan,nan,nan
688434365.688922,0.397700,0.372214,41.127439,0.005249,0.022324,0.966232,-0.047721,0.061559,0.035570,-64.239227,96.022217,-249.561768,nan,nan,nan
688434365.888943,0.432980,0.382953,41.336016,-0.010834,0.026657,0.975143,-0.053998,0.028799,-0.007510,-63.279678,95.052719,-249.644836,nan,nan,nan
688434366.088924,0.526220,0.106705,41.535413,0.023056,0.002914,0.957947,0.003407,-0.010676,0.033854,-62.019714,94.209381,-250.467422,nan,nan,nan
688434366.288933,0.516993,0.059558,42.073372,0.009598,0.038986,1.092651,0.016508,-0.014242,0.024713,-60.986023,93.933990,-250.651657,nan,nan,nan
688434366.488941,0.520143,0.126452,42.365148,-0.008835,0.004593,0.995911,-0.040605,-0.008267,0.005144,-59.572845,94.339722,-251.713364,nan,nan,nan
688434366.688950,0.570920,0.049977,42.409523,0.021240,0.057022,1.040680,0.015985,0.012415,-0.012129,-58.683899,94.296173,-252.528290,nan,nan,nan
688434366.888032,0.577120,0.069586,42.352835,0.012329,0.018219,1.047455,0.017329,0.065108,-0.012286,-58.107285,94.828415,-253.335159,nan,nan,nan
688434367.088936,0.546760,0.086215,42.047610,-0.015594,0.001068,1.025620,-0.020879,0.029755,-0.013953,-57.104538,95.237167,-253.099304,nan,nan,nan
688434367.288978,0.472424,0.057508,42.025610,-0.008362,0.008789,1.018921,-0.020367,-0.031527,-0.009949,-56.984497,95.553375,-254.103531,nan,nan,nan
688434367.488927,0.501946,0.048577,41.861329,0.002411,0.002106,0.951981,-0.002273,0.009118,-0.033159,-56.266815,96.289703,-254.292572,nan,nan,nan
688434367.688945,0.455301,0.056761,41.325955,0.017365,-0.013519,0.991028,-0.006554,0.051373,-0.074370,-56.315079,96.924545,-254.315277,nan,nan,nan
688434367.888981,0.469927,0.011988,40.615232,-0.000229,0.002075,1.038910,0.007265,0.010167,-0.095202,-55.663086,97.468109,-254.680511,nan,nan,nan
688434368.088770,0.579046,0.122922,39.900332,0.000031,0.003967,1.017960,0.027815,-0.021656,-0.065362,-55.483215,98.156281,-254.361679,nan,nan,nan
688434368.288962,0.576322,-0.021396,39.269380,-0.006287,-0.039398,0.986359,0.001026,-0.006366,-0.070775,-55.573990,99.362305,-254.905685,nan,nan,nan
688434368.488947,0.604718,0.039711,38.531275,-0.020020,-0.016769,0.939667,-0.047490,-0.020900,-0.056751,-55.700302,100.970367,-255.822083,nan,nan,nan
688434368.688943,0.412669,0.068809,38.304458,0.006027,-0.006683,1.020691,0.004232,0.037454,-0.038803,-56.058472,102.212570,-256.550720,nan,nan,nan
688434368.888947,0.377338,-0.029435,37.784855,-0.037796,-0.029007,0.985962,-0.038685,-0.037296,-0.086905,-56.372620,104.598236,-257.512665,nan,nan,nan
688434369.088911,0.443697,-0.017710,37.064505,-0.015076,0.035706,0.969589,-0.077200,-0.011633,-0.037371,-57.023834,107.256912,-257.665283,nan,nan,nan
688434369.288983,0.559975,0.140134,36.824419,0.010590,0.007736,1.082306,0.065836,0.046692,-0.024798,-58.693588,109.601990,-257.396637,nan,nan,nan
688434369.488944,0.517370,0.133373,36.786990,0.011322,-0.004456,1.030884,0.013247,0.047514,-0.018560,-59.336517,113.166687,-256.641266,nan,nan,nan
688434369.688976,0.448644,0.159174,36.981318,0.025955,0.028961,0.940353,0.087933,0.039252,-0.030400,-60.759018,118.093826,-254.692520,nan,nan,nan
688434369.889072,0.462159,0.097647,36.839229,-0.013504,0.024582,0.964294,0.030912,-0.050440,-0.038387,-62.826950,123.504181,-250.686722,nan,nan,nan
688434370.088954,0.604856,0.105179,36.586197,-0.005463,0.010788,0.932053,-0.031894,-0.050398,-0.037115,-65.920959,129.113647,-244.965408,nan,nan,nan
688434370.288982,0.535697,0.064879,36.106548,0.000824,-0.019226,0.989761,0.035363,0.017545,-0.048286,-71.122177,132.913177,-236.923340,nan,nan,nan
688434370.488954,0.304201,0.116377,35.530022,0.002319,0.012756,1.020844,-0.068335,0.036372,-0.091572,-76.243729,133.784622,-227.813583,nan,nan,nan
688434370.688975,0.456197,0.117405,35.258828,-0.013428,0.008331,1.057251,0.022376,-0.012002,0.010316,-79.198212,133.020813,-218.174911,nan,nan,nan
