Time (sec),Pitch (deg),Roll (deg),Yaw(deg),X-Acceleration (g),Y-Acceleration (g),Z-Acceleration (g),Pitch Rate (deg/sec),Roll Rate (deg/sec),Yaw Rate (deg/sec),Magnetic Field in X direction (uT),Magnetic Field in Y direction (uT),Magnetic Field in Z Direction (uT),Latitude (deg),Longitude (deg),Altitude (m)
688434427.689418,0.191734,0.581747,31.538957,0.004181,-0.001434,0.918274,0.079012,0.080953,0.031362,-70.586273,105.930084,-264.595398,nan,nan,nan
688434427.889401,0.185162,0.380607,31.964752,0.014481,0.001678,1.097260,0.100932,0.046187,0.019846,-68.269333,108.366501,-262.125183,nan,nan,nan
688434428.089232,0.231291,0.043602,32.215414,-0.017960,0.004059,0.999878,-0.152929,0.056883,-0.018189,-64.809769,109.964691,-256.554871,nan,nan,nan
688434428.289407,0.240614,0.243095,33.312385,-0.010849,-0.001801,0.993866,-0.047053,-0.033044,0.179774,-59.600830,108.435791,-250.449692,nan,nan,nan
688434428.489455,0.206733,0.358141,35.042135,0.014526,0.003189,0.890579,-0.028587,0.016031,0.052613,-53.113998,101.954651,-245.287018,nan,nan,nan
688434428.689386,0.164887,0.203446,35.704943,0.016998,0.014145,0.907257,-0.140364,0.079831,0.082021,-49.685410,93.374542,-243.969772,nan,nan,nan
688434428.888784,0.334331,0.082519,36.618588,-0.025482,0.008881,0.893738,0.013057,-0.259101,-0.021089,-48.905823,85.106659,-245.735153,nan,nan,nan
688434429.089517,0.506897,0.190394,36.482840,-0.025116,0.018341,0.936386,0.004110,-0.009086,-0.055239,-50.522690,79.405594,-249.199615,nan,nan,nan
688434429.289448,0.453106,0.250622,36.566179,-0.045486,0.029800,1.047714,0.044303,-0.047627,0.059374,-54.568954,74.917786,-253.785019,nan,nan,nan
688434429.489417,0.336769,0.312656,36.599604,-0.026596,0.031082,0.959671,-0.045267,-0.040886,0.006097,-58.145477,72.686996,-258.562225,nan,nan,nan
688434429.689415,0.162112,0.573841,36.920770,-0.015488,0.049896,1.056503,0.032017,0.044971,0.021434,-61.312622,72.405106,-262.944763,nan,nan,nan
688434429.889430,0.343817,0.150102,37.681950,0.003937,0.064316,0.952042,0.033065,0.042327,0.041635,-64.451126,72.735855,-266.380737,nan,nan,nan
688434430.089442,0.494589,0.225200,38.499289,0.012390,0.073898,0.959106,-0.033062,0.003090,0.042845,-67.071243,73.723801,-268.979431,nan,nan,nan
688434430.289562,0.750230,0.249127,38.976109,-0.026199,0.081284,0.990158,-0.011757,-0.010157,0.042481,-67.744385,74.407669,-269.838989,nan,nan,nan
688434430.489548,1.035646,0.225482,39.134883,-0.002762,0.051086,0.990921,-0.011019,0.006847,-0.012491,-68.088165,74.714478,-270.334839,nan,nan,nan
688434430.689430,1.035198,0.239379,39.144600,-0.009521,-0.002426,0.998337,-0.000520,-0.003331,-0.010718,-68.181213,74.591370,-270.408325,nan,nan,nan
688434430.889401,0.974288,0.256101,39.137573,-0.008163,0.005692,0.996552,-0.002532,0.000341,-0.007120,-68.296707,74.708420,-270.155518,nan,nan,nan
688434431.089439,0.919546,0.272352,39.139635,-0.007111,0.004974,0.997269,-0.003866,0.002367,-0.011068,-68.271652,74.493042,-270.639343,nan,nan,nan
688434431.289396,0.874866,0.281777,39.135870,-0.007050,0.005753,0.997864,-0.004410,0.001038,-0.008788,-68.110153,74.311569,-270.414795,nan,nan,nan
688434431.489447,0.834500,0.292906,39.141567,-0.007370,0.005264,0.997101,-0.001127,0.002948,-0.010949,-68.185608,74.424484,-270.356903,nan,nan,nan
688434431.688809,0.796827,0.301313,39.136971,-0.006821,0.006226,0.997284,-0.002690,0.000626,-0.010157,-68.263931,74.424072,-270.135803,nan,nan,nan
688434431.889458,0.769783,0.309781,39.141562,-0.006409,0.006454,0.997330,-0.000943,0.001632,-0.008382,-68.231567,74.449844,-269.945068,nan,nan,nan
688434432.089582,0.740672,0.315320,39.137954,-0.007996,0.005859,0.997543,-0.003985,0.003348,-0.009695,-68.506241,73.927368,-270.267517,nan,nan,nan
688434432.289430,0.710703,0.324841,39.140704,-0.007309,0.004959,0.998032,-0.003341,0.003542,-0.011023,-68.411041,74.504425,-269.958527,nan,nan,nan
688434432.489463,0.682592,0.334769,39.138873,-0.007187,0.006607,0.996689,-0.004613,0.002986,-0.008824,-68.282013,74.316467,-269.918182,nan,nan,nan
688434432.689465,0.661757,0.334187,39.136286,-0.017944,0.005692,0.995056,-0.000178,-0.001156,0.001791,-68.757355,74.584976,-270.206238,nan,nan,nan
688434432.889415,0.643263,0.344341,39.140437,-0.011917,0.005447,0.997116,-0.002355,0.000293,-0.007346,-68.358902,74.648468,-269.970612,nan,nan,nan
688434433.089241,0.637967,0.351735,39.138007,-0.007599,0.002777,0.994476,-0.005738,0.024406,0.005265,-68.418793,74.528183,-270.033691,nan,nan,nan
688434433.289467,0.621799,0.353766,39.157764,-0.011978,0.009979,0.997650,-0.003159,0.006565,-0.007114,-68.261032,74.464066,-270.081543,nan,nan,nan
688434433.489449,0.605358,0.438136,39.204008,-0.014954,0.001755,1.047897,0.003759,-0.008547,-0.003445,-68.161133,74.474442,-269.961609,nan,nan,nan
688434433.689552,0.590331,0.369722,39.229260,-0.004211,-0.004639,1.001251,-0.006391,0.003159,-0.000107,-68.634186,74.188141,-270.260010,nan,nan,nan
688434433.889443,0.582210,0.371351,39.241700,-0.026550,0.012802,0.997925,-0.001957,-0.007811,0.000556,-68.553207,74.353210,-270.526489,nan,nan,nan
