Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,,,,,,4948667540,5278005612,5605484299,5932242991,6524455206,8042200452,8609283346,9299638056,10098534613,9228963225,11632178869,13315988083,14400806876,14811704063,18020571429,21669908176,22136081081,27655172414,30966239814,33971188992,39053502251,41253507951,40455616654,34980124929,39756299050,42978914311,37387836491,41855986519,46578631453,51897983393,60159245060,67629716981,78436578171,84828807556,90710704807,99838543960,96684636119,85146067416,80288461538,78782467532,89600665557,1.07426E+11,1.30438E+11,1.62818E+11,1.89147E+11,2.18984E+11,2.3599E+11,2.79117E+11,2.88434E+11,3.05595E+11,3.29367E+11,3.32442E+11,2.35734E+11,2.49713E+11,3.03081E+11,3.65253E+11,4.04143E+11
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,4274893913,4817580184,5081413340,5319458351,5386054619,5906636557,6439687598,7253575399,7483685474,8471006101,8992721809,8751842840,6288245867,8086725729,12512460520,19448348073,10117113333,9651149302,13281767143,15565480322,18138049096,20249694002,18525399202,17609048822,18920840000,22278423077,21774033333,24298032258,26579005760,28781714764,31598341233,30957483950,31708874594,33166519418,33768660883,37939748769,46438484108,48244309133,49984559471,51270569884,53369787319,53991289844,54724081491,60158929188,65108544250,69442943089,71819083684,79611888213,91631278239,1.02478E+11,1.15279E+11,1.28638E+11,1.33356E+11,1.4999E+11,1.72885E+11,1.95079E+11,2.65236E+11,2.93755E+11,3.21379E+11,3.51238E+11,3.73902E+11,4.16265E+11
Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,3136476959,3723426344,4506546713,6529375923,12037239754,13436837667,16704012207,18809922826,20752026456,26946863025,37417416944,37615307069,35579096423,33610515753,33852774937,32170855264,32577247330,38664036948,43438789148,45483670062,54434615052,56052410140,61143960155,58226835011,60908208951,70232782412,73995137576,76863051372,75292616833,80948689717,91409484062,90943070776,98114311646,1.22146E+11,1.51573E+11,1.83627E+11,2.15786E+11,2.64056E+11,3.23027E+11,2.77199E+11,3.22471E+11,3.96966E+11,4.14202E+11,4.32289E+11,4.46285E+11,3.69988E+11,3.65902E+11,3.98431E+11,4.41995E+11,4.32763E+11,3.76519E+11,4.47252E+11
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,,,24450604877,18272123664,25605249382,28344705967,28630474728,24256667553,26436857247,31256284544,31584210366,33293199095,34733000536,52544000117,72436777342,52438647922,51169499892,56781000101,58082870156,69252328952,76961923741,78676842367,84307486837,1.03979E+11,79092001998,88416668900,1.10934E+11,1.11106E+11,1.26207E+11,76636898036,1.41352E+11,1.8972E+11,2.28789E+11,2.36742E+11,2.5744E+11,2.58032E+11,2.7215E+11,2.92859E+11,2.98948E+11,2.83523E+11,2.84204E+11,2.68697E+11,97724004252,1.27587E+11,1.64658E+11,1.98737E+11,2.32557E+11,2.87531E+11,3.61558E+11,3.32976E+11,4.23627E+11,5.30163E+11,5.45982E+11,5.52025E+11,5.2632E+11,5.94749E+11,5.57531E+11,6.43629E+11,5.2482E+11,4.52818E+11,3.89591E+11,4.91493E+11
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,2598500000,3138500000,2510000000,2992333333,3405333333,3663333333,3980000000,4030000000,4619000000,5329333333,,,,,,,,,,,,,,,,,,,,,,,,,,1.00606E+11,1.10181E+11,1.14753E+11,1.15999E+11,1.17166E+11,1.32456E+11,1.30816E+11,1.21148E+11,1.27047E+11,1.35571E+11,1.42657E+11,1.54145E+11,1.79162E+11,2.16712E+11,2.07953E+11,2.34655E+11,2.62294E+11,2.58417E+11,2.94167E+11,3.10945E+11,3.00078E+11,3.19024E+11,3.55277E+11,3.73641E+11,3.97935E+11,4.07101E+11,4.81591E+11
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1939329775,2088012282,2260349684,2430843768,2766608946,2945704143,3104034393,3343636773,3278584478,3787077344,4395995086,5098250287,6318060582,7481173066,7896860615,9483808362,9453756015,11248340431,14647996074,18319334300,21747855640,20670190138,21474752962,20766047764,20106648455,21270013326,28714571852,33920518493,37772896221,39238392678,49305632408,49787501584,55918538121,52417477614,57097656066,69139823232,75790786290,82856648758,90199410116,98893958263,1.00208E+11,1.09347E+11,1.28596E+11,1.64671E+11,1.94372E+11,2.11877E+11,2.32181E+11,2.70079E+11,2.75447E+11,2.36443E+11,2.21876E+11,2.38976E+11,2.25497E+11,2.38279E+11,2.5897E+11,2.9158E+11,2.98928E+11,3.35431E+11,3.85042E+11,3.99122E+11,4.25889E+11,4.9856E+11
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,4196092258,4467200336,4909302954,5165489010,5552822484,5874422512,6366792664,5203135937,5200895982,6634187316,12545849083,9181769912,12274416018,15162871287,24846641318,27778934625,36308883249,36035407725,36527862209,47259911894,64201788123,1.64475E+11,1.42769E+11,97094911792,73484359521,73745821158,54805852581,52676041931,49648470440,44003061108,54035795388,49118433048,47794925815,27752204320,33833042988,44062465800,51075815093,54457835193,54604050168,59372613486,69448756933,74030364472,95385819321,1.04912E+11,1.36386E+11,1.76134E+11,2.36104E+11,2.75626E+11,3.39476E+11,2.95009E+11,3.61457E+11,4.04994E+11,4.55502E+11,5.08693E+11,5.46676E+11,4.86803E+11,4.0465E+11,3.75746E+11,3.9719E+11,4.4812E+11,4.32294E+11,4.40777E+11
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,6592693841,7311749633,7756110210,8374175258,9169983886,9994070616,10887682273,11579431669,12440625313,13582798556,15373005557,17858486067,22059612477,29515467707,35189299912,40059206763,42959976222,51545758888,62052259073,73937296963,82058912997,71034228443,71275287570,72121016547,67985344887,69386774408,99036164939,1.24168E+11,1.33339E+11,1.33106E+11,1.66463E+11,1.73794E+11,1.95078E+11,1.9038E+11,2.03535E+11,2.41038E+11,2.37251E+11,2.1279E+11,2.1826E+11,2.17259E+11,1.9729E+11,1.97509E+11,2.14395E+11,2.62274E+11,3.01458E+11,3.16092E+11,3.3628E+11,3.89186E+11,4.32052E+11,4.01759E+11,3.92275E+11,4.31685E+11,4.09402E+11,4.30191E+11,4.42585E+11,3.81971E+11,3.95837E+11,4.17261E+11,4.55168E+11,4.45012E+11,4.33258E+11,4.77082E+11
Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,7871338065,8855629124,10433482436,13002636422,20198257636,22993359911,26246984872,29805805302,32045881469,39768809429,52919334155,54682195977,54424002309,52651958654,52168755006,50249025221,49319123762,56334154638,62037578142,64542081238,74735531054,76319639864,81198409050,80092518590,84285749394,95870118577,1.01912E+11,1.08978E+11,1.08832E+11,1.16629E+11,1.29085E+11,1.29608E+11,1.38688E+11,1.6589E+11,1.99663E+11,2.37916E+11,2.77092E+11,3.32164E+11,4.00065E+11,3.42639E+11,3.9363E+11,4.74409E+11,4.94531E+11,5.1431E+11,5.30131E+11,4.52543E+11,4.44842E+11,4.81182E+11,5.28084E+11,5.20431E+11,4.52016E+11,5.26938E+11
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,19741653042,20897885536,23878188052,24704055289,26917142087,29415415327,35215668081,44132106654,50449989532,53491003283,62072303961,69726074173,77341969225,84179626093,86283595255,87866778169,85110546967,83629172334,84188536381,96221839438,1.1171E+11,1.01661E+11,1.12343E+11,1.37462E+11,1.54533E+11,1.14088E+11,1.19532E+11,1.183E+11,1.33132E+11,1.46938E+11,1.58386E+11,1.61469E+11,1.6399E+11,1.91365E+11,1.91714E+11,2.05306E+11,2.24697E+11,2.64096E+11,3.15878E+11,3.69571E+11,4.43731E+11,5.32647E+11,5.42944E+11,6.13155E+11,4.61377E+11,4.37977E+11,4.49879E+11,4.8029E+11,4.74998E+11,4.70793E+11,5.27247E+11,4.53568E+11,4.79643E+11,4.81025E+11,5.26278E+11
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2760747472,3034043574,3308912797,3540403457,3889129942,4388937649,5279230817,5638461442,6081009428,6695336567,7086538438,7375000024,8177884553,10838587358,13703000530,14882747955,16985211146,19779315170,24006570178,27371699083,32353440727,34846107862,36589797857,40042826244,41797592963,38900692712,43096746122,50535438696,61667199835,72250877410,85343063966,98234695722,1.11453E+11,1.28889E+11,1.46683E+11,1.69279E+11,1.83035E+11,1.50181E+11,1.13676E+11,1.26669E+11,1.26392E+11,1.20296E+11,1.34301E+11,1.52281E+11,1.72896E+11,1.89319E+11,2.21758E+11,2.62942E+11,2.91383E+11,2.8171E+11,3.41105E+11,3.70819E+11,3.97558E+11,4.20333E+11,4.07339E+11,4.01296E+11,4.13366E+11,4.56357E+11,5.06755E+11,5.44081E+11,4.99682E+11,5.05982E+11
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,11658722591,12400145222,13264015675,14260017387,15960106681,17371457608,18651883472,19992040788,21376353113,23710735895,26706196047,29821661870,37209418019,47743801490,56033077879,65678189097,71113882968,82839905459,1.01247E+11,1.16315E+11,1.26829E+11,1.0473E+11,92095926188,87184239053,83349530159,86268264148,1.20019E+11,1.49394E+11,1.62299E+11,1.64221E+11,2.05332E+11,2.10511E+11,2.34782E+11,2.24722E+11,2.44884E+11,2.88026E+11,2.79201E+11,2.52708E+11,2.58528E+11,2.58246E+11,2.36792E+11,2.36746E+11,2.58384E+11,3.18083E+11,3.69215E+11,3.85715E+11,4.0826E+11,4.70922E+11,5.17328E+11,4.83254E+11,4.81421E+11,5.2333E+11,4.96153E+11,5.21791E+11,5.3539E+11,4.62336E+11,4.76063E+11,5.02765E+11,5.43347E+11,5.35376E+11,5.21677E+11,5.99879E+11
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,15822585034,17212686615,18667251380,20204870630,22532416750,24795499686,26971486546,29275995675,31066819929,33738102482,38092452061,41566412923,48954145809,59404966684,66013338965,82885397621,89362071673,94468740851,1.04442E+11,1.23386E+11,1.42092E+11,1.29687E+11,1.14381E+11,1.05014E+11,1.09201E+11,1.14124E+11,1.50498E+11,1.8301E+11,2.06987E+11,2.17948E+11,2.61846E+11,2.74229E+11,2.84321E+11,2.12953E+11,2.29034E+11,2.67306E+11,2.91744E+11,2.68146E+11,2.70809E+11,2.74072E+11,2.62835E+11,2.42396E+11,2.66849E+11,3.34337E+11,3.85118E+11,3.92218E+11,4.23093E+11,4.91253E+11,5.17706E+11,4.36537E+11,4.95813E+11,5.74094E+11,5.52484E+11,5.86842E+11,5.81964E+11,5.05104E+11,5.15655E+11,5.41019E+11,5.55455E+11,5.3388E+11,5.41487E+11,6.27438E+11
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65977749037,85500935935,94337050693,96045645026,1.10803E+11,1.42293E+11,1.60193E+11,1.59358E+11,1.74686E+11,1.70031E+11,1.72219E+11,1.90905E+11,1.99072E+11,2.17827E+11,2.5511E+11,3.06144E+11,3.44622E+11,4.29029E+11,5.33609E+11,4.39738E+11,4.79834E+11,5.28301E+11,4.98524E+11,5.21016E+11,5.42477E+11,4.77812E+11,4.7263E+11,5.26509E+11,5.87412E+11,5.97281E+11,5.96624E+11,6.74048E+11
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,4187777711,4485777644,5377268848,7184863276,9664067930,14947491056,45412971910,46773303721,64005623870,74188363505,80265732292,1.1186E+11,1.64542E+11,1.84292E+11,1.53239E+11,1.29172E+11,1.19625E+11,1.03898E+11,86962013011,85695941760,88256162069,95344352822,1.1763E+11,1.32223E+11,1.37088E+11,1.32968E+11,1.35175E+11,1.43343E+11,1.58662E+11,1.65964E+11,1.46775E+11,1.61717E+11,1.89515E+11,1.84137E+11,1.89606E+11,2.15808E+11,2.58742E+11,3.2846E+11,3.769E+11,4.15965E+11,5.19797E+11,4.29098E+11,5.28207E+11,6.71239E+11,7.35975E+11,7.46647E+11,7.5635E+11,6.5427E+11,6.44936E+11,6.88586E+11,8.16579E+11,8.03616E+11,7.03368E+11,8.33541E+11
Turkiye,TUR,GDP (current US$),NY.GDP.MKTP.CD,13983572895,7988888889,8922222222,10355555556,11177777778,11966666667,14100000000,15644444444,17500000000,19466666667,17086956522,16275167785,20359154930,25633802817,35669064748,44763888889,51130434783,58683333333,65098765432,89327974277,68823684211,71040020140,64546332581,61678280115,59989909458,67234948265,75728009963,87172789528,90852814005,1.07143E+11,1.50676E+11,1.50028E+11,1.58459E+11,1.8017E+11,1.3069E+11,1.69486E+11,1.81476E+11,1.89835E+11,2.75967E+11,2.56386E+11,2.74303E+11,2.01751E+11,2.40253E+11,3.14592E+11,4.08876E+11,5.06308E+11,5.57058E+11,6.81337E+11,7.70462E+11,6.49273E+11,7.76993E+11,8.38763E+11,8.80556E+11,9.57783E+11,9.38953E+11,8.64317E+11,8.69693E+11,8.58996E+11,7.78472E+11,7.61004E+11,7.19955E+11,8.15272E+11
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,9522746719,10712712465,11879982759,13063643796,14480556572,15346741670,16480058705,17740013179,18942729779,20524886616,,,,,,,,,,,1.22661E+11,1.12339E+11,1.1514E+11,1.14731E+11,1.09547E+11,1.11074E+11,1.59224E+11,1.99404E+11,2.15722E+11,2.08281E+11,2.65987E+11,2.69128E+11,2.80157E+11,2.72466E+11,3.01628E+11,3.53133E+11,3.40471E+11,2.95121E+11,3.03882E+11,2.9852E+11,2.79841E+11,2.87227E+11,3.10176E+11,3.63063E+11,4.05531E+11,4.20545E+11,4.43802E+11,4.93537E+11,5.70304E+11,5.582E+11,6.03434E+11,7.22038E+11,6.9211E+11,7.12748E+11,7.34397E+11,7.0215E+11,6.95601E+11,7.04479E+11,7.35539E+11,7.31767E+11,7.52248E+11,8.12867E+11
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,10404135069,11127894641,11943187848,12676330765,13838369295,14862225760,15832591204,14426038230,14880349280,16882092549,23504605476,20832817218,25264953766,31273819026,44214484997,51444731784,62129390375,65315008068,71199708192,88628401269,1.12031E+11,2.11003E+11,1.87164E+11,1.38115E+11,1.14263E+11,1.16507E+11,1.07498E+11,1.10322E+11,1.08943E+11,1.01769E+11,1.21802E+11,1.17457E+11,1.18282E+11,98826369836,86281743753,1.08221E+11,1.25763E+11,1.27064E+11,1.30107E+11,1.37521E+11,1.4041E+11,1.48013E+11,1.76938E+11,2.04645E+11,2.54093E+11,3.10558E+11,3.93305E+11,4.61791E+11,5.66481E+11,5.07044E+11,5.91596E+11,6.70983E+11,7.2757E+11,8.20793E+11,8.6499E+11,7.60734E+11,6.90546E+11,6.83749E+11,7.4169E+11,7.94543E+11,7.84446E+11,8.35808E+11
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,17360551606,17810256436,19383483570,23386439658,20892307286,24400739742,26571468987,26028372498,27543450554,30606053417,32080189239,34542740168,37622082871,45504435628,55470443840,63372321893,67284966319,79103966752,91379771760,1.02149E+11,1.10547E+11,1.07572E+11,1.06872E+11,1.02405E+11,1.03108E+11,1.02559E+11,1.17831E+11,1.29688E+11,1.36711E+11,1.39565E+11,1.61312E+11,1.74925E+11,1.31774E+11,1.36739E+11,1.16104E+11,1.35525E+11,1.46913E+11,1.5299E+11,1.61881E+11,1.62648E+11,1.76449E+11,1.71533E+11,1.84657E+11,2.09039E+11,2.40959E+11,2.76892E+11,3.26496E+11,3.91475E+11,4.65586E+11,4.70851E+11,5.20218E+11,5.83029E+11,6.04867E+11,6.73157E+11,7.15229E+11,6.93547E+11,7.28869E+11,8.08758E+11,7.70227E+11,7.97618E+11,8.03284E+11,8.94494E+11
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,12276734172,13493833740,14647057370,15891241386,18699380731,21000586933,22867203317,25087562181,27817605743,34035946604,38164716625,44579122807,54706557264,71840909664,87243413395,1.0025E+11,1.09169E+11,1.27017E+11,1.5586E+11,1.79669E+11,1.95152E+11,1.64134E+11,1.5848E+11,1.53445E+11,1.43913E+11,1.43846E+11,2.00862E+11,2.45046E+11,2.61911E+11,2.58337E+11,3.18331E+11,3.275E+11,3.62963E+11,3.5355E+11,3.7913E+11,4.52302E+11,4.5049E+11,4.16813E+11,4.38008E+11,4.4705E+11,4.17479E+11,4.31587E+11,4.73862E+11,5.8007E+11,6.5838E+11,6.85348E+11,7.33955E+11,8.48559E+11,9.5187E+11,8.71519E+11,8.47381E+11,9.05271E+11,8.38923E+11,8.77173E+11,8.92168E+11,7.65573E+11,7.8406E+11,8.3387E+11,9.14043E+11,9.10194E+11,9.13865E+11,1.01801E+12
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,21290586003,21808473825,23707015394,28210036878,26118787467,29682172751,32239121547,33514552047,36521482937,41828336213,44862605393,49478916698,53514844534,69600788111,86057777551,91649152687,91124551926,1.03416E+11,1.15345E+11,1.34671E+11,1.70654E+11,1.74387E+11,1.67266E+11,1.74918E+11,1.60134E+11,1.36297E+11,1.52518E+11,1.86145E+11,2.0414E+11,2.17539E+11,2.53224E+11,2.73403E+11,2.38255E+11,2.36527E+11,2.4012E+11,2.69637E+11,2.68414E+11,2.82185E+11,2.65814E+11,2.62172E+11,2.83925E+11,2.58819E+11,2.6487E+11,3.52659E+11,4.38834E+11,5.12211E+11,5.75921E+11,6.61179E+11,7.08287E+11,7.19217E+11,8.60478E+11,9.64418E+11,9.73043E+11,9.83937E+11,1.00368E+12,9.24253E+11,8.82355E+11,1.02065E+12,9.91022E+11,9.97534E+11,9.21646E+11,1.0821E+12
IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,12063624832,12910165409,13806052818,14611892062,15945493756,17314118925,18833569942,18930348689,19982308075,22860635436,31424467846,29185189386,32770612978,34960223319,50396432458,57971303959,69959449057,73756437110,80183381629,98426808638,1.26263E+11,2.43041E+11,2.22135E+11,1.68565E+11,1.44656E+11,1.45317E+11,1.31018E+11,1.34041E+11,1.3762E+11,1.32645E+11,1.46299E+11,1.4692E+11,1.47612E+11,1.32706E+11,1.33301E+11,1.56254E+11,1.7245E+11,1.76072E+11,1.73821E+11,1.81554E+11,2.06737E+11,2.06419E+11,2.28105E+11,2.56485E+11,3.12143E+11,3.73206E+11,4.66945E+11,5.38494E+11,6.39866E+11,6.06825E+11,7.09901E+11,8.14256E+11,9.00553E+11,9.78009E+11,1.0493E+12,1.01147E+12,9.77136E+11,9.59821E+11,1.00783E+12,1.04015E+12,9.99384E+11,1.09009E+12
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,5667756645,7076465295,8337423313,9150684932,9333536360,10997590361,16273253012,25802409639,30463855422,37269156627,45808915663,51455719100,51400186379,72482337371,85518233450,90158449307,81052283404,84853699995,85289491747,79954072569,75929617576,84300174476,94451427898,1.06141E+11,1.16622E+11,1.28027E+11,1.58007E+11,1.76892E+11,2.02132E+11,2.2737E+11,2.15749E+11,95445547873,1.40001E+11,1.65021E+11,1.60447E+11,1.95661E+11,2.34772E+11,2.56837E+11,2.85869E+11,3.64571E+11,4.32217E+11,5.10229E+11,5.3958E+11,7.55094E+11,8.92969E+11,9.1787E+11,9.12524E+11,8.90815E+11,8.60854E+11,9.31877E+11,1.01562E+12,1.04227E+12,1.1191E+12,1.05869E+12,1.18609E+12
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,13040000000,14160000000,15200000000,16960000000,20080000000,21840000000,24320000000,26560000000,29360000000,32480000000,35520000000,39200000000,45200000000,55280000000,72000000000,88000000000,89025974026,81814159292,1.025E+11,1.34561E+11,2.05139E+11,2.63959E+11,1.84609E+11,1.56159E+11,1.84261E+11,1.9522E+11,1.3455E+11,1.47541E+11,1.81612E+11,2.21401E+11,2.61254E+11,3.13143E+11,3.63158E+11,5.00736E+11,5.27813E+11,3.60074E+11,4.10976E+11,5.00413E+11,5.26502E+11,6.00233E+11,7.07907E+11,7.56706E+11,7.72106E+11,7.29336E+11,7.82241E+11,8.77476E+11,9.75387E+11,1.0527E+12,1.10999E+12,9.00045E+11,1.0578E+12,1.18049E+12,1.20109E+12,1.27444E+12,1.31535E+12,1.17187E+12,1.07849E+12,1.15891E+12,1.22241E+12,1.2694E+12,1.08712E+12,1.29304E+12
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,1.13592E+11,1.13179E+11,1.11889E+11,1.06626E+11,1.06514E+11,1.11607E+11,1.20056E+11,1.32031E+11,1.45374E+11,1.57044E+11,1.82239E+11,1.95447E+11,1.47389E+11,1.47663E+11,1.36616E+11,1.56466E+11,1.72516E+11,1.81461E+11,1.84597E+11,1.89507E+11,2.17431E+11,2.12459E+11,2.30476E+11,2.58311E+11,2.98708E+11,3.53144E+11,4.09541E+11,4.9163E+11,5.99765E+11,6.04037E+11,6.86139E+11,7.96491E+11,8.37472E+11,9.12825E+11,9.81404E+11,9.49727E+11,9.88285E+11,1.10387E+12,1.08762E+12,1.1423E+12,1.162E+12,1.27291E+12
Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,23598030672,24597066916,26628624968,29296104890,32503318993,36710755341,42086849127,50218671624,66663188761,1.01622E+11,1.18246E+11,1.45959E+11,1.68918E+11,1.81557E+11,2.26457E+11,2.71186E+11,2.64652E+11,3.03545E+11,3.41134E+11,3.61164E+11,3.93776E+11,4.42523E+11,3.86998E+11,3.55278E+11,3.57271E+11,5.02613E+11,2.60425E+11,2.86789E+11,2.94463E+11,3.15701E+11,3.67911E+11,4.24487E+11,4.48651E+11,4.57187E+11,4.97322E+11,5.277E+11,5.33951E+11,5.19902E+11,5.67774E+11,6.74691E+11,7.96901E+11,9.29714E+11,1.13459E+12,1.39962E+12,1.36225E+12,1.57045E+12,1.62258E+12,1.74485E+12,1.60281E+12,1.57839E+12,1.41702E+12,1.45203E+12,1.43907E+12,1.36425E+12,1.37485E+12,1.24831E+12,1.43788E+12
Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,23810561532,24818595393,26868450259,29559954296,32796053520,37041383288,42465895767,50670955869,67263577202,1.02538E+11,1.19311E+11,1.47273E+11,1.70439E+11,1.83193E+11,2.28497E+11,2.73629E+11,2.67035E+11,3.06279E+11,3.44206E+11,3.64417E+11,3.97322E+11,4.46509E+11,3.90484E+11,3.58478E+11,3.60488E+11,5.0714E+11,2.62771E+11,2.89372E+11,2.97115E+11,3.18545E+11,3.71194E+11,4.27896E+11,4.52411E+11,4.61255E+11,5.01593E+11,5.32014E+11,5.37955E+11,5.23457E+11,5.71742E+11,6.79294E+11,8.02027E+11,9.35062E+11,1.14041E+12,1.40693E+12,1.37034E+12,1.58013E+12,1.63377E+12,1.75706E+12,1.61632E+12,1.59238E+12,1.43099E+12,1.46744E+12,1.45519E+12,1.38052E+12,1.39198E+12,1.26384E+12,1.45592E+12
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,12072126075,13834300571,16138545209,19074913948,21343844644,24756958695,28721062242,31647119228,31475548481,36038711600,40992995008,46619420359,59132415221,78639525985,97274006346,1.14777E+11,1.18507E+11,1.32449E+11,1.606E+11,2.14602E+11,2.32767E+11,2.02808E+11,1.95997E+11,1.70951E+11,1.72103E+11,1.80793E+11,2.51321E+11,3.18748E+11,3.7616E+11,4.14757E+11,5.36559E+11,5.77166E+11,6.30916E+11,5.25076E+11,5.30563E+11,6.14609E+11,6.42589E+11,5.90077E+11,6.19215E+11,6.34908E+11,5.98363E+11,6.2783E+11,7.08757E+11,9.07492E+11,1.06906E+12,1.15372E+12,1.2604E+12,1.474E+12,1.63186E+12,1.49147E+12,1.42211E+12,1.48071E+12,1.32474E+12,1.35514E+12,1.37122E+12,1.1956E+12,1.23291E+12,1.31254E+12,1.42099E+12,1.39305E+12,1.28148E+12,1.42528E+12
Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,20936197438,21644539085,23637172382,27546878888,25661288233,28922529606,31767088062,29993847988,31613474851,35804457933,43798209067,42810165005,49799353716,61172029610,86755792011,99113736402,1.1624E+11,1.28621E+11,1.43255E+11,1.80812E+11,2.22843E+11,3.09752E+11,2.89825E+11,2.31921E+11,2.12387E+11,2.14216E+11,2.06356E+11,2.26087E+11,2.37161E+11,2.40125E+11,3.93436E+11,2.07465E+11,1.64206E+11,1.46225E+11,1.36206E+11,1.73739E+11,1.9271E+11,2.12322E+11,2.19161E+11,2.39616E+11,2.77541E+11,2.65229E+11,3.04057E+11,3.30388E+11,4.1249E+11,5.149E+11,6.47708E+11,7.84316E+11,9.82344E+11,8.98448E+11,1.05087E+12,1.22071E+12,1.32891E+12,1.45553E+12,1.53015E+12,1.32254E+12,1.21449E+12,1.29392E+12,1.32271E+12,1.39357E+12,1.30975E+12,1.43312E+12
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,18606786874,19683055213,19922723709,21539926084,23801097547,25977153097,27309889125,30444618658,32716989584,36686079068,41337215814,45222309329,52051401869,63844971172,88981577008,97333060221,1.05101E+11,1.10388E+11,1.18536E+11,1.34941E+11,1.50032E+11,1.76953E+11,1.94105E+11,1.77334E+11,1.93594E+11,1.80574E+11,1.82368E+11,1.894E+11,2.36066E+11,2.99768E+11,3.11327E+11,3.25903E+11,3.2548E+11,3.12126E+11,3.22807E+11,3.67916E+11,4.0109E+11,4.35324E+11,3.99404E+11,3.89099E+11,4.15576E+11,3.79084E+11,3.95343E+11,4.67391E+11,6.14166E+11,6.95075E+11,7.47556E+11,8.53955E+11,1.05513E+12,9.28043E+11,1.14759E+12,1.39791E+12,1.54651E+12,1.57634E+12,1.4675E+12,1.35053E+12,1.20669E+12,1.32688E+12,1.42853E+12,1.39195E+12,1.32784E+12,1.54266E+12
IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,25623664426,26855051990,29060744250,33687637210,30979451541,35515012763,38487064043,38848376074,40911444170,45456705997,47279117145,50051048302,49711809813,60157871525,77618311477,95518893891,88504525873,99705712878,1.17042E+11,1.3114E+11,1.46006E+11,1.48621E+11,1.47204E+11,1.42909E+11,1.44448E+11,1.50364E+11,1.69191E+11,1.90094E+11,1.82608E+11,1.92067E+11,2.2349E+11,2.40468E+11,2.03183E+11,2.08768E+11,2.0616E+11,2.35459E+11,2.68491E+11,2.82809E+11,2.94705E+11,3.01717E+11,3.29981E+11,3.33501E+11,3.51326E+11,3.88051E+11,4.46192E+11,5.13237E+11,5.89852E+11,6.98506E+11,8.37527E+11,8.63599E+11,9.72926E+11,8.91297E+11,8.91921E+11,9.6811E+11,1.034E+12,1.03958E+12,1.12026E+12,1.23322E+12,1.22894E+12,1.29734E+12,1.33364E+12,1.4555E+12
